#Operon 	Genes in Operon
224 	[('15790545', 1174064, 1174966, '+', '-'), ('15790546', 1174953, 1176278, '+', 'cbiA'), ('15790547', 1176275, 1176952, '+', 'cobI'), ('15790548', 1176954, 1178492, '+', 'cbiP')]
225 	[('15790549', 1178690, 1179148, '+', '-'), ('15790550', 1179145, 1180071, '+', '-')]
226 	[('15790551', 1180212, 1180811, '+', '-'), ('15790552', 1180811, 1181380, '+', '-'), ('15790553', 1181398, 1182408, '+', 'hisC2'), ('15790554', 1182401, 1183096, '+', '-')]
227 	[('15790560', 1190152, 1190961, '-', 'cysT2'), ('15790561', 1190958, 1191887, '-', '-')]
228 	[('15790563', 1192390, 1193811, '-', 'gcvP2'), ('15790564', 1193811, 1195136, '-', 'gcvP1')]
229 	[('15790565', 1195419, 1195793, '-', 'gdcH'), ('228915427', 1195790, 1196881, '-', 'gcvT')]
230 	[('15790577', 1205963, 1206535, '-', '-'), ('15790578', 1206584, 1207039, '-', '-')]
231 	[('15790587', 1215673, 1216401, '-', 'cbiQ'), ('15790588', 1216405, 1216695, '-', 'cbiN'), ('15790589', 1216692, 1217354, '-', 'cbiM')]
232 	[('15790597', 1224838, 1225434, '-', 'trpG1'), ('15790598', 1225431, 1227014, '-', 'trpE1'), ('15790599', 1227011, 1227667, '-', 'trpF'), ('15790600', 1227664, 1228674, '-', 'trpD')]
233 	[('15790605', 1234475, 1234831, '-', '-'), ('15790606', 1234828, 1235829, '-', '-')]
234 	[('15790609', 1237084, 1238694, '+', 'htr1'), ('15790610', 1238694, 1239413, '+', 'sop1')]
235 	[('15790617', 1245442, 1245897, '+', '-'), ('15790618', 1245887, 1246270, '+', '-')]
236 	[('15790621', 1247384, 1247893, '+', '-'), ('16554501', 1247923, 1248534, '+', '-')]
237 	[('15790622', 1248609, 1250231, '+', 'gbp2'), ('15790623', 1250266, 1250634, '+', '-')]
238 	[('15790626', 1252256, 1253095, '-', '-'), ('15790627', 1253088, 1253915, '-', 'ubiA'), ('15790628', 1253922, 1255460, '-', 'crtI1'), ('15790629', 1255507, 1256442, '-', 'mch')]
239 	[('15790631', 1258177, 1259028, '+', '-'), ('15790632', 1259033, 1260040, '+', 'rpl3p'), ('15790633', 1260044, 1260796, '+', 'rpl4lp'), ('15790634', 1260793, 1261047, '+', 'rplW'), ('15790635', 1261050, 1261772, '+', 'rpl2p'), ('15790636', 1261776, 1262198, '+', 'rps19p'), ('15790637', 1262202, 1262672, '+', 'rpl22p'), ('15790638', 1262672, 1263580, '+', 'rps3p'), ('15790639', 1263580, 1263795, '+', 'rpmC'), ('15790640', 1263804, 1264175, '+', '-'), ('15790641', 1264166, 1264495, '+', 'rps17p'), ('15790642', 1264495, 1264893, '+', 'rpl14p'), ('15790643', 1264898, 1265254, '+', 'rpl24p'), ('15790644', 1265251, 1265952, '+', 'rps4e'), ('15790645', 1265949, 1266476, '+', 'rpl5p'), ('15790646', 1266473, 1266631, '+', 'rps14P'), ('161349980', 1266634, 1267026, '+', 'rps8p'), ('15790648', 1267030, 1267566, '+', 'rpl6p'), ('15790649', 1267570, 1268289, '+', 'rpl32e'), ('15790650', 1268282, 1268731, '+', 'rpl19e'), ('15790651', 1268731, 1269282, '+', 'rpl18p'), ('15790652', 1269286, 1269924, '+', 'rps5p'), ('15790653', 1269924, 1270388, '+', 'rpl30p'), ('15790654', 1270394, 1270855, '+', 'rpl15p'), ('15790655', 1270859, 1272334, '+', 'secY')]
240 	[('15790661', 1277691, 1278269, '+', 'cmk'), ('161349979', 1278244, 1279176, '+', 'sus')]
241 	[('15790664', 1281743, 1283353, '-', 'htr17'), ('15790665', 1283350, 1283685, '-', '-')]
242 	[('15790667', 1284679, 1285650, '+', '-'), ('15790668', 1285676, 1286515, '+', 'htlC'), ('15790669', 1286560, 1287537, '+', '-')]
243 	[('15790677', 1293457, 1294845, '-', 'phr1'), ('15790678', 1294848, 1296458, '-', 'crtI2')]
244 	[('15790680', 1296996, 1297283, '+', '-'), ('15790681', 1297280, 1298917, '+', 'htr7')]
245 	[('15790682', 1298933, 1301365, '-', 'htr5'), ('15790683', 1301370, 1302374, '-', 'proX')]
246 	[('15790684', 1304168, 1304881, '-', 'sop2'), ('15790685', 1304883, 1307177, '-', 'htr2')]
247 	[('15790686', 1307267, 1308028, '-', '-'), ('15790687', 1308056, 1308874, '-', 'speB'), ('15790688', 1308878, 1309261, '-', 'eif5a')]
248 	[('16554502', 1309363, 1310190, '-', '-'), ('15790690', 1310187, 1311800, '-', '-')]
249 	[('15790694', 1313406, 1314716, '-', 'hemA'), ('15790695', 1314713, 1315375, '-', '-'), ('15790696', 1315383, 1316441, '-', 'nirH')]
250 	[('15790702', 1321352, 1321564, '+', '-'), ('15790703', 1321603, 1323051, '+', 'panF')]
251 	[('15790705', 1323330, 1324298, '+', '-'), ('15790706', 1324332, 1325255, '+', '-'), ('15790707', 1325295, 1325654, '+', '-')]
252 	[('15790716', 1333815, 1334330, '-', 'hsp1'), ('15790717', 1334327, 1335148, '-', '-')]
253 	[('15790725', 1344157, 1344570, '+', 'trh3'), ('15790726', 1344598, 1345239, '+', 'idi'), ('16554503', 1345287, 1345697, '+', '-')]
254 	[('15790727', 1345750, 1345983, '-', '-'), ('15790728', 1345983, 1347026, '-', 'adh4')]
255 	[('15790729', 1347117, 1347734, '+', 'moaB'), ('15790730', 1347731, 1348438, '+', '-')]
256 	[('15790733', 1349130, 1350047, '-', 'guaAb'), ('15790734', 1350047, 1351708, '-', 'pyrG')]
257 	[('15790735', 1351798, 1352415, '-', '-'), ('15790736', 1352444, 1352584, '-', '-')]
258 	[('15790741', 1356582, 1357613, '-', 'ykfB1'), ('15790742', 1357610, 1358623, '-', '-')]
259 	[('15790745', 1360326, 1360982, '+', '-'), ('15790746', 1361018, 1362301, '+', 'ansA'), ('15790747', 1362289, 1363230, '+', '-')]
260 	[('15790748', 1363231, 1363962, '-', '-'), ('15790749', 1363962, 1364264, '-', '-')]
261 	[('15790752', 1367036, 1367812, '-', 'udp1'), ('15790753', 1367861, 1368748, '-', 'suk'), ('15790754', 1368773, 1369606, '-', '-'), ('15790755', 1369650, 1370594, '-', 'eif2ba'), ('15790756', 1370637, 1372538, '-', 'htr3')]
262 	[('15790760', 1376404, 1377303, '-', 'cef'), ('15790761', 1377344, 1377889, '-', 'hit2')]
263 	[('15790763', 1378248, 1379138, '-', 'map'), ('15790764', 1379187, 1380002, '-', 'potC'), ('15790765', 1380002, 1380895, '-', 'potB'), ('15790766', 1380897, 1382075, '-', '-')]
264 	[('15790772', 1387529, 1387846, '+', '-'), ('15790773', 1387843, 1388991, '+', 'thb')]
265 	[('15790775', 1390684, 1391808, '+', 'nadA'), ('15790776', 1391811, 1393340, '+', 'nadB'), ('15790777', 1393327, 1394133, '+', 'nadC')]
266 	[('15790782', 1398710, 1399948, '+', '-'), ('15790783', 1399992, 1400741, '+', 'trp2'), ('15790784', 1400742, 1402349, '+', '-')]
267 	[('15790786', 1402807, 1404606, '+', '-'), ('15790787', 1404628, 1405080, '+', '-')]
268 	[('15790789', 1406440, 1407288, '+', '-'), ('15790790', 1407337, 1408272, '+', '-')]
269 	[('15790799', 1415175, 1416233, '+', 'trpD2'), ('15790800', 1416274, 1416843, '+', 'ppiA'), ('15790801', 1416890, 1417231, '+', '-')]
270 	[('15790804', 1418630, 1418989, '-', '-'), ('15790805', 1418986, 1419372, '-', '-')]
271 	[('15790807', 1419958, 1420185, '-', 'trh5'), ('15790808', 1420186, 1420965, '-', 'trkA6')]
272 	[('15790814', 1424535, 1425587, '+', 'ftsZ3'), ('15790815', 1425565, 1426359, '+', '-'), ('15790816', 1426359, 1426988, '+', '-')]
273 	[('15790822', 1432237, 1432575, '-', '-'), ('15790823', 1432621, 1432788, '-', '-')]
274 	[('15790824', 1432842, 1433516, '-', 'purL2'), ('15790825', 1433513, 1433767, '-', '-')]
275 	[('15790830', 1438138, 1438911, '-', '-'), ('15790831', 1438929, 1443020, '-', '-')]
276 	[('15790835', 1445947, 1447422, '-', 'tgtA1'), ('15790836', 1447469, 1447639, '-', '-'), ('15790837', 1447671, 1448213, '-', '-')]
277 	[('15790840', 1450110, 1451159, '-', '-'), ('15790841', 1451162, 1452694, '-', 'glpK')]
278 	[('15790842', 1452915, 1454627, '+', 'gpdA2'), ('15790843', 1454617, 1455900, '+', 'gpdB'), ('15790844', 1455893, 1457290, '+', 'glpC')]
279 	[('15790848', 1459030, 1459941, '+', '-'), ('15790849', 1459955, 1460374, '+', '-')]
280 	[('15790850', 1461293, 1461883, '-', '-'), ('15790851', 1461880, 1463364, '-', '-')]
281 	[('15790852', 1463506, 1464783, '+', '-'), ('15790853', 1464785, 1465423, '+', 'rnhB')]
282 	[('15790856', 1467921, 1469450, '-', 'secD'), ('15790857', 1469447, 1470301, '-', 'secF')]
283 	[('15790858', 1470434, 1470907, '-', '-'), ('15790859', 1470955, 1471497, '-', '-')]
284 	[('15790860', 1471603, 1472883, '+', 'pgi'), ('15790861', 1472892, 1473941, '+', '-')]
285 	[('15790866', 1477154, 1477636, '-', '-'), ('15790867', 1477669, 1478904, '-', 'prrIV1')]
286 	[('15790870', 1482219, 1483019, '-', 'truA'), ('15790871', 1483024, 1484322, '-', 'hisS')]
287 	[('15790872', 1484374, 1484964, '-', '-'), ('15790873', 1484968, 1485321, '-', '-')]
288 	[('15790878', 1488724, 1489449, '+', 'pyrH'), ('15790879', 1489454, 1491100, '+', 'lysS')]
289 	[('15790885', 1496766, 1497680, '+', 'yyaI'), ('15790886', 1497707, 1497952, '+', '-')]
290 	[('16554507', 1500208, 1500882, '-', 'FAD1'), ('15790891', 1500795, 1501619, '-', '-')]
291 	[('15790893', 1502096, 1502665, '-', 'hlx1'), ('15790894', 1502692, 1504212, '-', '-')]
292 	[('15790898', 1505903, 1506457, '-', 'ham1'), ('15790899', 1506498, 1506779, '-', '-'), ('161349976', 1506828, 1508426, '-', 'gcp'), ('15790901', 1508435, 1508569, '-', 'rps27ae'), ('15790902', 1508571, 1508879, '-', 'rps24e')]
293 	[('15790904', 1509474, 1509671, '-', "rpoE''"), ('15790905', 1509672, 1510244, '-', "rpoE'"), ('15790906', 1510248, 1510631, '-', '-'), ('15790907', 1510636, 1511880, '-', 'eif2g')]
294 	[('15790909', 1512989, 1513810, '-', 'phnP'), ('15790910', 1513807, 1514916, '-', 'atp')]
295 	[('15790913', 1518251, 1519024, '+', 'dgs'), ('15790914', 1519017, 1519487, '+', '-')]
296 	[('15790915', 1519498, 1521411, '-', '-'), ('15790916', 1521456, 1523408, '-', 'lfl2'), ('15790917', 1523420, 1524328, '-', '-')]
297 	[('15790920', 1526221, 1526802, '+', '-'), ('15790921', 1526849, 1526992, '+', 'rpl40e')]
298 	[('15790925', 1528776, 1528961, '+', '-'), ('16554508', 1528958, 1529506, '+', '-'), ('15790926', 1529534, 1530145, '+', 'polC')]
299 	[('15790927', 1530149, 1531144, '-', 'phnE'), ('15790928', 1531141, 1531983, '-', 'phnC')]
300 	[('15790931', 1534374, 1535489, '+', 'trm1'), ('15790932', 1535505, 1535945, '+', '-')]
301 	[('15790938', 1542149, 1542343, '-', '-'), ('15790939', 1542347, 1542730, '-', '-')]
302 	[('15790945', 1547630, 1548586, '+', 'sdh'), ('15790946', 1548632, 1549723, '+', 'thrC3')]
303 	[('16554509', 1563368, 1564036, '-', 'ribB'), ('15790962', 1564023, 1564751, '-', '-'), ('15790963', 1564788, 1565765, '-', '-')]
304 	[('15790964', 1565967, 1566074, '-', '-'), ('15790965', 1566101, 1567018, '-', 'minD2')]
305 	[('15790968', 1569140, 1569532, '-', '-'), ('15790969', 1569547, 1570221, '-', 'atpD')]
306 	[('15790972', 1572295, 1573710, '-', 'atpB'), ('161349973', 1573716, 1575473, '-', 'atpA'), ('15790974', 1575479, 1575841, '-', 'atpF'), ('15790975', 1575838, 1576896, '-', 'atpC'), ('15790976', 1576893, 1577480, '-', 'atpE'), ('15790977', 1577503, 1577718, '-', 'atpK')]
307 	[('15790978', 1577784, 1579952, '-', 'atpI'), ('15790979', 1579939, 1580271, '-', '-')]
308 	[('15790983', 1584077, 1584877, '+', 'etfB'), ('15790984', 1584874, 1585842, '+', 'etfA')]
309 	[('15790990', 1591620, 1592105, '+', '-'), ('15790991', 1592154, 1592939, '+', 'oxrA')]
310 	[('15790993', 1593632, 1595053, '+', '-'), ('15790994', 1595055, 1595627, '+', '-'), ('15790995', 1595672, 1596076, '+', '-')]
311 	[('16554512', 1597649, 1598716, '-', '-'), ('15790999', 1598752, 1601007, '-', 'dbp')]
312 	[('15791007', 1609442, 1609963, '-', '-'), ('15791008', 1609956, 1610333, '-', '-')]
313 	[('15791013', 1616518, 1616856, '+', '-'), ('15791014', 1616853, 1617650, '+', '-')]
314 	[('15791017', 1619975, 1620403, '-', 'hit1'), ('15791018', 1620447, 1620665, '-', '-')]
315 	[('15791021', 1624252, 1624827, '-', '-'), ('16554513', 1624849, 1626546, '-', 'coxA1'), ('15791023', 1626543, 1626980, '-', 'coxB2')]
316 	[('15791026', 1628491, 1629180, '+', '-'), ('15791027', 1629182, 1631587, '+', 'cpx')]
317 	[('15791031', 1634861, 1635313, '+', '-'), ('15791032', 1635310, 1636677, '+', 'pmu1')]
318 	[('15791034', 1637859, 1639400, '-', 'trpS1'), ('15791035', 1639397, 1640428, '-', 'endA'), ('15791036', 1640451, 1641179, '-', '-'), ('15791037', 1641218, 1643557, '-', 'brr2'), ('15791038', 1643594, 1645003, '-', 'dinF')]
319 	[('15791041', 1647485, 1648378, '+', 'pdhB'), ('15791042', 1648380, 1649816, '+', 'dsa'), ('15791043', 1649819, 1651243, '+', 'lpdA')]
320 	[('15791048', 1657929, 1658480, '-', '-'), ('15791049', 1658526, 1659356, '-', '-'), ('15791050', 1659394, 1660737, '-', '-')]
321 	[('15791056', 1664886, 1666880, '-', '-'), ('15791057', 1666899, 1667825, '-', '-')]
322 	[('15791058', 1667940, 1668944, '+', 'rfcC'), ('15791059', 1668976, 1669326, '+', '-')]
323 	[('15791061', 1670410, 1670970, '+', 'tbpE'), ('15791062', 1670977, 1671342, '+', '-'), ('15791063', 1671383, 1671772, '+', '-')]
324 	[('15791065', 1672712, 1673287, '+', '-'), ('15791066', 1673284, 1674579, '+', 'trzA')]
325 	[('15791078', 1684849, 1685562, '-', '-'), ('15791079', 1685552, 1685743, '-', '-')]
326 	[('15791081', 1688071, 1689105, '+', 'tatC1'), ('15791082', 1689152, 1691161, '+', 'mutS3')]
327 	[('15791083', 1691265, 1692389, '+', 'cdc6'), ('15791084', 1692434, 1693111, '+', 'rpi')]
328 	[('15791094', 1702009, 1702398, '-', 'hisI'), ('15791095', 1702444, 1703100, '-', '-')]
329 	[('15791096', 1703613, 1704062, '+', 'mamA'), ('15791097', 1704069, 1705499, '+', 'mamB'), ('15791098', 1705499, 1706755, '+', 'mal')]
330 	[('15791099', 1706814, 1707440, '+', 'maoC1'), ('15791100', 1707437, 1708912, '+', 'cat')]
331 	[('15791108', 1714614, 1714823, '+', '-'), ('15791109', 1714837, 1715721, '+', 'txrB3')]
332 	[('15791111', 1717821, 1718060, '-', '-'), ('15791112', 1718107, 1718790, '-', 'upp')]
333 	[('15791116', 1722306, 1722596, '+', '-'), ('15791117', 1722596, 1723111, '+', '-')]
334 	[('15791122', 1726551, 1727159, '+', '-'), ('15791123', 1727159, 1727857, '+', 'cbiO1')]
335 	[('15791126', 1731824, 1732804, '+', 'hem2'), ('15791127', 1732811, 1733473, '+', '-')]
336 	[('15791128', 1733850, 1734221, '+', '-'), ('15791129', 1734261, 1735598, '+', 'hemL'), ('15791130', 1735647, 1736165, '+', '-'), ('15791131', 1736162, 1736689, '+', '-')]
337 	[('15791132', 1736746, 1737936, '+', 'hem3'), ('15791133', 1737938, 1738678, '+', 'uroM'), ('161349972', 1738675, 1739391, '+', 'hemD'), ('15791135', 1739430, 1740857, '+', '-')]
338 	[('15791137', 1744977, 1745762, '+', '-'), ('15791138', 1745788, 1746138, '+', '-')]
339 	[('15791139', 1746166, 1750278, '-', 'polA2'), ('15791140', 1750278, 1750697, '-', '-')]
340 	[('15791142', 1751629, 1751850, '-', '-'), ('15791143', 1751873, 1752277, '-', '-'), ('15791144', 1752286, 1753623, '-', 'ykfD'), ('15791145', 1753620, 1754711, '-', 'oppD2'), ('15791146', 1754712, 1756292, '-', 'dppC2'), ('15791147', 1756297, 1757388, '-', 'dppB1')]
341 	[('15791149', 1759702, 1760559, '+', '-'), ('15791150', 1760552, 1762282, '+', 'glyS')]
342 	[('15791151', 1762507, 1762836, '+', '-'), ('15791152', 1762885, 1765239, '+', 'eif4a')]
343 	[('15791153', 1765447, 1767408, '+', 'appA'), ('15791154', 1767435, 1768415, '+', 'appB'), ('15791155', 1768417, 1769577, '+', 'appC'), ('16554515', 1769595, 1770602, '+', 'oppD1'), ('15791157', 1770599, 1771921, '+', 'appF')]
344 	[('15791161', 1773915, 1776266, '+', 'rad24b'), ('297616199', 1776263, 1776760, '+', '-')]
345 	[('15791163', 1777089, 1777673, '+', '-'), ('15791164', 1777719, 1778402, '+', 'rad24c')]
346 	[('15791165', 1778408, 1779871, '-', 'tnaA'), ('16554516', 1779843, 1781027, '-', 'lysC')]
347 	[('15791168', 1781563, 1782360, '-', 'nosY'), ('15791169', 1782357, 1783271, '-', 'nosF1')]
348 	[('15791173', 1786190, 1787185, '-', 'nrdA'), ('15791174', 1787185, 1789599, '-', 'nrdB1')]
349 	[('15791178', 1791684, 1793753, '-', 'uvrB'), ('15791179', 1793801, 1794433, '-', '-')]
350 	[('15791182', 1796340, 1797398, '+', '-'), ('15791183', 1797395, 1799215, '+', 'cysT1'), ('15791184', 1799212, 1800243, '+', 'cysA')]
351 	[('15791186', 1800999, 1801430, '+', '-'), ('15791187', 1801477, 1802088, '+', '-')]
352 	[('15791188', 1802096, 1802881, '-', '-'), ('15791189', 1802881, 1802985, '-', '-'), ('15791190', 1803013, 1804554, '-', 'dip1')]
353 	[('15791191', 1804702, 1805370, '-', '-'), ('15791192', 1805370, 1805693, '-', '-')]
354 	[('15791195', 1808793, 1809071, '-', '-'), ('15791196', 1809086, 1809604, '-', '-')]
355 	[('15791197', 1809646, 1810137, '+', '-'), ('15791198', 1810134, 1810406, '+', '-')]
356 	[('15791213', 1827120, 1827608, '-', '-'), ('15791214', 1827624, 1829081, '-', 'argH'), ('15791215', 1829078, 1830268, '-', 'argG')]
357 	[('15791227', 1838756, 1839328, '+', '-'), ('15791228', 1839321, 1839737, '+', '-')]
358 	[('16554517', 1840774, 1841331, '-', '-'), ('15791231', 1841332, 1841904, '-', '-')]
359 	[('15791234', 1843883, 1845004, '-', 'dpa'), ('15791235', 1845012, 1845476, '-', '-')]
360 	[('16554518', 1845619, 1846281, '-', 'EIF6'), ('15791237', 1846287, 1846565, '-', 'rpl31e'), ('15791238', 1846565, 1846717, '-', 'rpl39e')]
361 	[('15791239', 1846853, 1847644, '+', '-'), ('15791240', 1847641, 1847949, '+', '-')]
362 	[('15791244', 1850921, 1852024, '+', '-'), ('15791245', 1852017, 1853057, '+', '-')]
363 	[('15791249', 1856718, 1857755, '-', 'pstB1'), ('15791250', 1857748, 1859352, '-', 'pstA1'), ('15791251', 1859352, 1860467, '-', 'pstC1'), ('15791252', 1860511, 1861650, '-', 'yqgG')]
364 	[('15791253', 1861805, 1862707, '+', '-'), ('15791254', 1862700, 1863449, '+', '-')]
365 	[('15791256', 1864885, 1865133, '-', '-'), ('15791257', 1865117, 1865437, '-', 'ferB')]
366 	[('15791258', 1865502, 1865996, '+', '-'), ('15791259', 1866003, 1866383, '+', '-')]
367 	[('15791263', 1869757, 1871265, '+', 'pheS'), ('15791264', 1871265, 1872968, '+', 'pheT')]
368 	[('15791267', 1881134, 1881790, '+', '-'), ('15791268', 1881839, 1882036, '+', '-')]
369 	[('15791273', 1886025, 1886285, '+', '-'), ('15791274', 1886292, 1887203, '+', '-')]
370 	[('15791275', 1887200, 1888003, '-', '-'), ('15791276', 1888045, 1889127, '-', '-')]
371 	[('15791279', 1890170, 1890721, '-', '-'), ('15791280', 1890711, 1891115, '-', '-')]
372 	[('15791283', 1892426, 1895257, '+', 'dppF'), ('15791284', 1895306, 1897006, '+', 'dppD')]
373 	[('15791285', 1897064, 1898107, '+', 'dppB2'), ('15791286', 1898114, 1899061, '+', 'dppC1'), ('15791287', 1899063, 1899422, '+', '-')]
374 	[('15791288', 1899427, 1900695, '-', 'pyrC'), ('15791289', 1900720, 1901403, '-', '-')]
375 	[('15791290', 1901458, 1902318, '+', '-'), ('15791291', 1902361, 1902801, '+', '-')]
376 	[('15791299', 1911770, 1912900, '+', '-'), ('15791300', 1912908, 1914029, '+', 'fhuG'), ('15791301', 1914032, 1914853, '+', 'yfmF')]
377 	[('15791306', 1918048, 1918968, '-', 'fepC'), ('15791307', 1918972, 1920051, '-', 'yfmD2'), ('15791308', 1920058, 1921212, '-', '-')]
378 	[('15791316', 1930439, 1932424, '+', 'can'), ('15791317', 1932464, 1933003, '+', 'rimI'), ('15791318', 1933026, 1933385, '+', '-'), ('15791319', 1933410, 1933832, '+', '-')]
379 	[('15791329', 1939254, 1940129, '+', '-'), ('15791330', 1940155, 1940475, '+', '-')]
380 	[('15791333', 1942002, 1942289, '-', 'hisI'), ('15791334', 1942282, 1942740, '-', '-'), ('15791335', 1942737, 1943348, '-', 'hisH1'), ('15791336', 1943386, 1943547, '-', '-')]
381 	[('16554521', 1946319, 1947251, '+', 'THI1'), ('15791341', 1947251, 1948588, '+', 'thiD')]
382 	[('15791343', 1949316, 1950188, '-', '-'), ('16554522', 1950221, 1950610, '-', '-')]
383 	[('15791346', 1952690, 1954522, '-', 'rli'), ('15791347', 1954525, 1954824, '-', '-')]
384 	[('15791353', 1960727, 1962556, '+', 'uvrD'), ('15791354', 1962562, 1963569, '+', '-')]
385 	[('15791369', 1977745, 1978779, '-', 'gcvT2'), ('15791370', 1978824, 1979123, '-', '-')]
386 	[('15791371', 1979205, 1980146, '+', '-'), ('15791372', 1980191, 1980583, '+', '-')]
387 	[('15791375', 1982514, 1982789, '+', '-'), ('15791376', 1982832, 1984121, '+', 'vacB')]
388 	[('15791377', 1984401, 1984709, '-', 'rps10p'), ('15791378', 1984713, 1985978, '-', 'eef1a')]
389 	[('15791384', 1992911, 1993543, '-', 'rps7p'), ('15791385', 1993547, 1993975, '-', 'rps12P')]
390 	[('15791386', 1994139, 1994558, '-', 'nusA'), ('15791387', 1994558, 1995751, '-', 'rpoC'), ('16554525', 1995744, 1998659, '-', 'rpoA1'), ('15791389', 1998659, 2000485, '-', "rpoB'"), ('15791390', 2000487, 2002058, '-', "rpoB''"), ('15791391', 2002059, 2002286, '-', 'rpoH')]
