#Operon 	Genes in Operon
223 	[('384436613', 1527289, 1530078, '-', 'sll0242'), ('384436614', 1530081, 1531103, '-', 'sll0241'), ('384436615', 1531118, 1531774, '-', 'sll0240'), ('384436616', 1531761, 1533365, '-', 'sll0238'), ('384436617', 1533365, 1534396, '-', 'sll0237')]
224 	[('384436621', 1537733, 1537975, '+', 'ssr3532'), ('384436622', 1537962, 1538414, '+', 'slr2080')]
225 	[('384436627', 1542574, 1543482, '-', 'hsp33'), ('384436628', 1543531, 1545795, '-', 'katG')]
226 	[('384436632', 1552418, 1552777, '-', 'sll1985'), ('384436633', 1552746, 1553240, '-', 'sll1984'), ('384436634', 1553234, 1553593, '-', 'sll1983')]
227 	[('384436642', 1560510, 1560935, '+', 'slr2095'), ('384436643', 1560824, 1561240, '+', 'slr2096'), ('384436644', 1561285, 1561659, '+', 'glbN')]
228 	[('384436649', 1569026, 1570540, '+', 'ftsY'), ('384436650', 1570548, 1571432, '+', 'slr2103')]
229 	[('384436655', 1578441, 1579355, '-', 'sll1429'), ('384436656', 1579403, 1579618, '-', 'ssl2789')]
230 	[('384436663', 1586716, 1588191, '-', 'sll1424'), ('384436664', 1588201, 1588878, '-', 'ntcA')]
231 	[('384436668', 1592936, 1594105, '+', 'dgdA'), ('384436669', 1594102, 1595436, '+', 'ntpJ')]
232 	[('384436675', 1601299, 1602222, '-', 'ppnK'), ('384436676', 1602254, 1602976, '-', 'psb29')]
233 	[('384436682', 1608356, 1608622, '+', 'ssr2554'), ('384436683', 1608643, 1609566, '+', 'menA'), ('384436684', 1609544, 1610281, '+', 'ntrX')]
234 	[('384436690', 1616193, 1616630, '-', 'sll1411'), ('384436691', 1616623, 1616913, '-', 'ssl2749'), ('384436692', 1616944, 1618422, '-', 'lap')]
235 	[('384436700', 1624108, 1624449, '+', 'slr2110'), ('384436701', 1624439, 1624912, '+', 'slr2111')]
236 	[('384436702', 1624982, 1625341, '+', 'slr2112'), ('384436703', 1625335, 1625829, '+', 'slr2113'), ('384436704', 1625798, 1626835, '+', 'spsC'), ('384436705', 1626856, 1628424, '+', 'slr2115'), ('384436706', 1628421, 1629251, '+', 'spsA'), ('384436707', 1629277, 1629822, '+', 'slr2117')]
237 	[('384436708', 1630082, 1631347, '+', 'slr2118'), ('384436709', 1631355, 1632191, '+', 'slr2119'), ('384436710', 1632239, 1633231, '+', 'slr2120'), ('384436711', 1633228, 1633875, '+', 'slr2121'), ('384436712', 1633889, 1634566, '+', 'slr2122'), ('384436713', 1634563, 1635519, '+', 'slr2123'), ('384436714', 1635522, 1636271, '+', 'slr2124'), ('384436715', 1636293, 1637087, '+', 'slr2125')]
238 	[('384436724', 1647498, 1648256, '-', 'sll1241'), ('384436725', 1648258, 1648731, '-', 'sll1240'), ('384436726', 1648724, 1649260, '-', 'sll1239')]
239 	[('384436734', 1658886, 1659104, '+', 'ssr2201'), ('384436735', 1659094, 1659528, '+', 'slr1327')]
240 	[('384436737', 1660539, 1661102, '-', 'sll1232'), ('384436738', 1661123, 1662322, '-', 'mtfB'), ('384436739', 1662371, 1663507, '-', 'sll1229')]
241 	[('384436743', 1667918, 1669459, '+', 'ymxG'), ('384436744', 1669467, 1670681, '+', 'fabF')]
242 	[('384436746', 1672402, 1672851, '-', 'sll1225'), ('384436747', 1672861, 1673115, '-', 'ssl2420')]
243 	[('384436748', 1673167, 1673715, '-', 'hoxY'), ('384436749', 1673761, 1674477, '-', 'hoxU'), ('384436750', 1674504, 1675142, '-', 'sll1222'), ('384436751', 1675183, 1676784, '-', 'hoxF')]
244 	[('384436759', 1683745, 1684689, '+', 'dacB'), ('384436760', 1684716, 1686035, '+', 'slr0806')]
245 	[('384436767', 1690310, 1691149, '-', 'sll0818'), ('384436768', 1691149, 1691376, '-', 'ssl1520')]
246 	[('384436769', 1691444, 1692355, '-', 'miaA'), ('384436770', 1692363, 1693478, '-', 'sll0816')]
247 	[('384436774', 1696810, 1697583, '+', 'slr0812'), ('384436775', 1697628, 1698797, '+', 'slr0813')]
248 	[('384436780', 1701117, 1701461, '-', 'sll0811'), ('384436781', 1701483, 1702043, '-', 'sll0810')]
249 	[('384436785', 1706134, 1707693, '+', 'int'), ('384436786', 1707690, 1707971, '+', 'ssr1391')]
250 	[('384436794', 1715749, 1717110, '-', 'sll0804'), ('384436795', 1717127, 1717606, '-', 'sll0803'), ('384436796', 1717637, 1718080, '-', 'sll0802')]
251 	[('384436804', 1724248, 1724742, '-', 'sll1257'), ('384436805', 1724736, 1725095, '-', 'sll1256')]
252 	[('384436806', 1725514, 1726116, '+', 'slr1338'), ('384436807', 1726100, 1726558, '+', 'slr1339'), ('384436808', 1726587, 1727123, '+', 'slr1340')]
253 	[('384436817', 1739005, 1739166, '-', 'ssl2471'), ('384436818', 1739205, 1739591, '-', 'sll1250')]
254 	[('384436869', 1798425, 1799300, '+', 'slr1978'), ('384436870', 1799204, 1800661, '+', 'trpE'), ('384436871', 1800604, 1801497, '+', 'slr1980')]
255 	[('384436880', 1812371, 1813051, '-', 'sll1870'), ('384436881', 1813048, 1814121, '-', 'cbaB')]
256 	[('384436887', 1820641, 1820853, '-', 'ssl2717'), ('384436888', 1820871, 1821437, '-', 'sll1389'), ('384436889', 1821483, 1821947, '-', 'sll1388')]
257 	[('384436893', 1824417, 1825043, '+', 'slr1467'), ('384436894', 1825076, 1825525, '+', 'slr1468')]
258 	[('384436895', 1825581, 1825718, '+', 'rpl34'), ('384436896', 1825728, 1826102, '+', 'rnpA'), ('384436897', 1826074, 1826469, '+', 'slr1470')]
259 	[('384436907', 1834564, 1835466, '-', 'sll1378'), ('384436908', 1835508, 1836947, '-', 'mgdA')]
260 	[('384436922', 1856864, 1857421, '+', 'slr1266'), ('384436923', 1857426, 1858607, '+', 'mrdB'), ('384436924', 1858633, 1860189, '+', 'ggt')]
261 	[('384436927', 1863056, 1863820, '+', 'slr1272'), ('384436928', 1863850, 1864290, '+', 'slr1273')]
262 	[('384436930', 1865660, 1866514, '+', 'slr1275'), ('384436931', 1866554, 1867381, '+', 'slr1276')]
263 	[('384436933', 1869828, 1870652, '-', 'sll1174'), ('384436934', 1870672, 1871406, '-', 'sll1173')]
264 	[('384436938', 1874380, 1875126, '+', 'ndhK'), ('384436939', 1875119, 1875658, '+', 'ndhJ')]
265 	[('384436940', 1876025, 1876384, '+', 'slr1282'), ('384436941', 1876399, 1876872, '+', 'slr1283')]
266 	[('384436947', 1883953, 1884963, '+', 'slr1287'), ('384436948', 1884970, 1885554, '+', 'slr1288')]
267 	[('384436950', 1887215, 1887595, '-', 'sll1447'), ('384436951', 1887595, 1888557, '-', 'sll1446')]
268 	[('384436952', 1888689, 1889291, '-', 'leuD'), ('384436953', 1889278, 1890936, '-', 'pyrG')]
269 	[('384436961', 1900202, 1900696, '-', 'sll1437'), ('384436962', 1900690, 1901049, '-', 'sll1436')]
270 	[('384436965', 1904987, 1906561, '-', 'sll1433'), ('384436966', 1906581, 1907438, '-', 'hypB')]
271 	[('384436967', 1907621, 1907968, '+', 'slr1533'), ('384436968', 1908007, 1908912, '+', 'slr1534')]
272 	[('384436971', 1910713, 1911573, '-', 'glnH'), ('384436972', 1911593, 1912930, '-', 'sll1103'), ('384436973', 1912930, 1913469, '-', 'sll1102')]
273 	[('384436989', 1929956, 1931128, '+', 'met3'), ('384436990', 1931171, 1932235, '+', 'slr1166')]
274 	[('384436991', 1932285, 1932671, '-', 'sll1092'), ('384436992', 1932671, 1932877, '-', 'ssl2138')]
275 	[('384436994', 1934729, 1935886, '+', 'gldA'), ('384436995', 1935903, 1936214, '+', 'slr1168')]
276 	[('384436999', 1938682, 1939323, '-', 'sll1089'), ('384437000', 1939366, 1940904, '-', 'sll1087')]
277 	[('384437002', 1941740, 1943131, '+', 'slr1173'), ('384437003', 1943162, 1943338, '+', 'ssr1951')]
278 	[('384437008', 1951140, 1952627, '+', 'glpK'), ('384437009', 1952608, 1953432, '+', 'spoU')]
279 	[('384437018', 1960256, 1960417, '+', 'ssr2802'), ('384437019', 1960442, 1960693, '+', 'ssr2803')]
280 	[('384437021', 1961522, 1964341, '-', 'sll1563'), ('384437022', 1964302, 1964766, '-', 'sll1562')]
281 	[('384437037', 1980866, 1981090, '+', 'psaE'), ('384437038', 1981125, 1981988, '+', 'mutM'), ('384437039', 1981964, 1982749, '+', 'slr1690')]
282 	[('384437049', 1996810, 1997268, '+', 'slr0935'), ('384437050', 1997277, 1998164, '+', 'nadC')]
283 	[('384437053', 2001058, 2001711, '-', 'cbiC'), ('384437054', 2001708, 2003282, '-', 'pqqE')]
284 	[('384437055', 2003443, 2004912, '+', 'crtQ'), ('384437056', 2004937, 2005380, '+', 'slr0941')]
285 	[('384437057', 2005641, 2006624, '+', 'slr0942'), ('384437058', 2006667, 2007569, '+', 'fda')]
286 	[('384437067', 2015921, 2016781, '+', 'natD'), ('384437068', 2016781, 2017605, '+', 'slr0950')]
287 	[('384437069', 2017668, 2018054, '-', 'sll0911'), ('384437070', 2018070, 2019161, '-', 'sll0910'), ('384437071', 2019166, 2019852, '-', 'sll0909')]
288 	[('384437076', 2023366, 2023797, '+', 'slr0954'), ('384437077', 2023810, 2024964, '+', 'slr0955')]
289 	[('384437087', 2033884, 2034249, '+', 'slr1623'), ('384437088', 2034291, 2035667, '+', 'slr1624')]
290 	[('384437091', 2037895, 2038347, '+', 'slr1626'), ('384437092', 2038358, 2038978, '+', 'slr1627')]
291 	[('384437094', 2040411, 2040815, '+', 'slr1628'), ('384437095', 2040816, 2041799, '+', 'slr1629')]
292 	[('384437097', 2042755, 2043891, '-', 'sll1534'), ('384437098', 2043895, 2045181, '-', 'pilT')]
293 	[('384437100', 2046312, 2046947, '-', 'sll1532'), ('384437101', 2046961, 2047191, '-', 'ssl2982')]
294 	[('384437102', 2047314, 2048330, '+', 'slr1635'), ('384437103', 2048327, 2048947, '+', 'slr1636')]
295 	[('384437106', 2050296, 2052122, '-', 'sll1531'), ('384437107', 2052136, 2053296, '-', 'sll1530'), ('384437108', 2053299, 2056289, '-', 'sll1528'), ('384437109', 2056286, 2059792, '-', 'sll1527')]
296 	[('384437117', 2069792, 2070199, '+', 'psbZ'), ('384437118', 2070196, 2070891, '+', 'rnc'), ('384437119', 2070925, 2071704, '+', 'slr1647')]
297 	[('384437123', 2074785, 2075324, '-', 'pgsA'), ('384437124', 2075364, 2077157, '-', 'sll1521'), ('384437125', 2077183, 2078937, '-', 'recN')]
298 	[('384437141', 2094540, 2094857, '-', 'ureB'), ('384437142', 2094893, 2095357, '-', 'sll0419')]
299 	[('384437148', 2101586, 2103208, '-', 'sll0273'), ('384437149', 2103256, 2103729, '-', 'sll0272'), ('384437150', 2103760, 2104425, '-', 'nusB')]
300 	[('384437152', 2106481, 2108976, '-', 'priA'), ('384437153', 2108983, 2109396, '-', 'sll0269')]
301 	[('384437154', 2109514, 2109921, '-', 'sll0268'), ('384437155', 2109958, 2114694, '-', 'sll0267')]
302 	[('384437156', 2114900, 2116138, '-', 'sll0266'), ('384437157', 2116126, 2117031, '-', 'sll0265'), ('384437158', 2117015, 2118205, '-', 'sll0264'), ('384437159', 2118118, 2118837, '-', 'sll0263'), ('384437160', 2118884, 2119963, '-', 'desD')]
303 	[('384437163', 2123113, 2123790, '+', 'slr0285'), ('384437164', 2123783, 2125063, '+', 'slr0286')]
304 	[('384437166', 2126696, 2126944, '+', 'rps16'), ('384437167', 2126985, 2127341, '+', 'slr0287')]
305 	[('384437175', 2136076, 2136555, '+', 'slr0294'), ('384437176', 2136503, 2136898, '+', 'slr0392'), ('384437177', 2136891, 2137256, '+', 'slr0393')]
306 	[('384437188', 2148150, 2149067, '+', 'slr0400'), ('384437189', 2149064, 2150218, '+', 'slr0401')]
307 	[('384437202', 2175932, 2176720, '+', 'slr0144'), ('384437203', 2176717, 2177127, '+', 'slr0145'), ('384437204', 2177142, 2177654, '+', 'slr0146'), ('384437205', 2177444, 2178322, '+', 'slr0147'), ('384437206', 2178354, 2178836, '+', 'slr0148')]
308 	[('384437207', 2178890, 2179360, '+', 'slr0149'), ('384437208', 2179394, 2179705, '+', 'petF')]
309 	[('384437215', 2190950, 2191498, '-', 'frr'), ('384437216', 2191485, 2192207, '-', 'pyrH')]
310 	[('384437218', 2193222, 2195918, '+', 'clpB'), ('384437219', 2195949, 2196437, '+', 'slr0157')]
311 	[('384437227', 2207594, 2208574, '-', 'sll0135'), ('384437228', 2208519, 2208755, '-', 'ssl0242')]
312 	[('384437230', 2209267, 2209521, '+', 'ssr0256'), ('384437231', 2209442, 2209744, '+', 'slr0166')]
313 	[('384437232', 2210099, 2211295, '+', 'slr1923'), ('384437233', 2211321, 2212523, '+', 'slr1924'), ('384437234', 2212523, 2213551, '+', 'cbiB')]
314 	[('384437237', 2217938, 2218609, '+', 'slr1926'), ('384437238', 2218557, 2219777, '+', 'slr1927')]
315 	[('384437239', 2219863, 2220447, '+', 'slr1928'), ('384437240', 2220464, 2221015, '+', 'slr1929')]
316 	[('384437241', 2221132, 2221692, '+', 'slr1930'), ('384437242', 2221714, 2222631, '+', 'slr1931')]
317 	[('384437252', 2231853, 2232650, '-', 'xthA'), ('384437253', 2232625, 2233089, '-', 'sll1853'), ('384437254', 2233120, 2233569, '-', 'ndkR')]
318 	[('384437256', 2234377, 2234736, '+', 'slr1936'), ('384437257', 2234730, 2235224, '+', 'slr1937')]
319 	[('384437265', 2242667, 2244184, '+', 'kaiC3'), ('384437266', 2244223, 2244399, '+', 'ssr3304')]
320 	[('384437275', 2255513, 2255986, '+', 'slr1951'), ('384437276', 2256019, 2256780, '+', 'slr0989')]
321 	[('384437287', 2269440, 2270387, '+', 'era'), ('384437288', 2270397, 2273684, '+', 'slr0322'), ('384437289', 2273684, 2276812, '+', 'ams1'), ('384437290', 2276805, 2277689, '+', 'slr0324'), ('384437291', 2277737, 2278222, '+', 'slr0325')]
322 	[('384437298', 2283607, 2284239, '-', 'sll0298'), ('384437299', 2284226, 2284813, '-', 'sll0297')]
323 	[('384437310', 2296184, 2297386, '-', 'sll0294'), ('384437311', 2297422, 2297934, '-', 'sll0293')]
324 	[('384437317', 2303374, 2304702, '-', 'sll0177'), ('384437318', 2304723, 2305226, '-', 'sll0176')]
325 	[('384437320', 2305666, 2307288, '-', 'sll0175'), ('384437321', 2307333, 2308187, '-', 'sll0174'), ('384437322', 2308229, 2309287, '-', 'sll0173')]
326 	[('384437328', 2316352, 2316846, '-', 'sll0167'), ('384437329', 2316827, 2318443, '-', 'hemD'), ('384437330', 2318371, 2323452, '-', 'sll0163')]
327 	[('384437334', 2327209, 2327511, '-', 'sll0161'), ('384437335', 2327432, 2327686, '-', 'ssl0296')]
328 	[('384437338', 2329604, 2330278, '-', 'sll0160'), ('384437339', 2330321, 2332633, '-', 'glgB')]
329 	[('384437347', 2342968, 2344575, '+', 'slr0360'), ('384437348', 2344613, 2345362, '+', 'slr0361'), ('384437349', 2345389, 2345943, '+', 'slr0362')]
330 	[('384437362', 2376527, 2377756, '+', 'slr0377'), ('384437363', 2377799, 2379913, '+', 'slr0378'), ('384437364', 2379859, 2380569, '+', 'slr0379'), ('384437365', 2380566, 2381945, '+', 'slr0380')]
331 	[('384437368', 2384169, 2384729, '+', 'slr0383'), ('384437369', 2384757, 2385986, '+', 'slr0384')]
332 	[('384437371', 2387880, 2388299, '-', 'sll0328'), ('384437372', 2388299, 2388718, '-', 'sll0327')]
333 	[('384437374', 2390365, 2391525, '+', 'nifS'), ('384437375', 2391547, 2392221, '+', 'slr0388')]
334 	[('384437377', 2393050, 2393370, '+', 'slr0770'), ('384437378', 2393354, 2393689, '+', 'slr0771')]
335 	[('384437388', 2404227, 2404958, '-', 'radC'), ('384437389', 2404948, 2405784, '-', 'sll0765')]
336 	[('384437392', 2407687, 2408361, '-', 'sll0762'), ('384437393', 2408389, 2408748, '-', 'sll0761')]
337 	[('384437409', 2422437, 2423165, '+', 'tpi'), ('384437410', 2423184, 2424206, '+', 'slr0784'), ('384437411', 2424203, 2425159, '+', 'slr0341')]
338 	[('384437418', 2431275, 2433578, '-', 'hypF'), ('384437419', 2433624, 2435120, '-', 'sll0321')]
339 	[('384437421', 2436051, 2436704, '-', 'rnd'), ('384437422', 2436738, 2437631, '-', 'sll0319')]
340 	[('384437434', 2452903, 2453898, '+', 'slr0355'), ('384437435', 2453937, 2454527, '+', 'slr0356')]
341 	[('384437437', 2455751, 2457094, '+', 'hisS'), ('384437438', 2457069, 2458193, '+', 'slr0358')]
342 	[('384437441', 2460174, 2460995, '-', 'sll0024'), ('384437442', 2461028, 2462371, '-', 'sll0023'), ('384437443', 2462371, 2463120, '-', 'sll0022')]
343 	[('384437455', 2478844, 2479260, '+', 'rbcX'), ('384437456', 2479293, 2479634, '+', 'rbcS')]
344 	[('384437467', 2491849, 2492358, '-', 'sll0008'), ('384437468', 2492394, 2492969, '-', 'sll0007')]
345 	[('384437484', 2514966, 2515343, '-', 'sll0205'), ('384437485', 2515344, 2515565, '-', 'ssl0385')]
346 	[('384437490', 2523389, 2523883, '-', 'sll0201'), ('384437491', 2523877, 2524236, '-', 'sll0200')]
347 	[('384437499', 2532922, 2533770, '+', 'slr0230'), ('384437500', 2533813, 2534271, '+', 'slr0231')]
348 	[('384437502', 2535640, 2536296, '+', 'slr0232'), ('384437503', 2536337, 2536654, '+', 'trxM')]
349 	[('384437506', 2539637, 2540701, '-', 'sll0415'), ('384437507', 2540680, 2541540, '-', 'sll0414')]
350 	[('384437512', 2545344, 2545844, '-', 'sll0410'), ('384437513', 2545884, 2546846, '-', 'sll0409')]
351 	[('384437518', 2550499, 2550984, '-', 'sll0406'), ('384437519', 2550994, 2551779, '-', 'sll0405')]
352 	[('384437529', 2561770, 2562966, '+', 'slr0049'), ('384437530', 2562992, 2563207, '+', 'ycf40')]
353 	[('384437532', 2564244, 2564927, '-', 'sll0072'), ('384437533', 2564959, 2565960, '-', 'sll0071')]
354 	[('384437536', 2567792, 2568562, '-', 'sll0069'), ('384437537', 2568589, 2572308, '-', 'sll0068')]
355 	[('384437541', 2574909, 2575097, '+', 'ssr0109'), ('384437542', 2575102, 2575641, '+', 'slr0053')]
356 	[('384437543', 2575706, 2576233, '+', 'dgkA'), ('384437544', 2576270, 2576860, '+', 'trpG')]
357 	[('384437548', 2579527, 2580714, '-', 'sll0063'), ('384437549', 2580761, 2581210, '-', 'sll0062')]
358 	[('384437554', 2584306, 2585340, '-', 'sll0060'), ('384437555', 2585389, 2587467, '-', 'dnaK')]
359 	[('384437566', 2599522, 2600514, '+', 'fmt'), ('384437567', 2600550, 2601353, '+', 'natA'), ('384437568', 2601289, 2602599, '+', 'slr0468')]
360 	[('384437572', 2606629, 2608875, '+', 'cph1'), ('384437573', 2608890, 2609333, '+', 'rcp1')]
361 	[('384437577', 2612534, 2613187, '+', 'purN'), ('384437578', 2613184, 2613906, '+', 'slr0479'), ('384437579', 2613917, 2615416, '+', 'ycf46'), ('384437580', 2615441, 2616199, '+', 'slr0482')]
362 	[('384437585', 2621343, 2621798, '+', 'slr0489'), ('384437586', 2621785, 2622219, '+', 'slr0491'), ('384437587', 2622231, 2623724, '+', 'menE')]
363 	[('384437591', 2626819, 2627559, '+', 'hetI'), ('384437592', 2627600, 2627929, '+', 'slr0496')]
364 	[('384437595', 2630024, 2630425, '-', 'vapC'), ('384437596', 2630428, 2630685, '-', 'ssl1300')]
365 	[('384437598', 2632669, 2633472, '-', 'sll0688'), ('384437599', 2633477, 2634034, '-', 'sll0687'), ('384437600', 2634036, 2634863, '-', 'sll0686')]
366 	[('384437603', 2636560, 2637369, '-', 'pstB'), ('384437604', 2637395, 2638258, '-', 'pstA')]
367 	[('384437614', 2650257, 2650655, '-', 'sll0614'), ('384437615', 2650683, 2651768, '-', 'ruvB')]
368 	[('384437621', 2657897, 2658682, '+', 'slr0637'), ('384437622', 2658722, 2659621, '+', 'glyQ')]
369 	[('384437625', 2662183, 2662548, '-', 'sll0609'), ('384437626', 2662503, 2662817, '-', 'sll0608')]
370 	[('384437631', 2668932, 2670719, '-', 'menD'), ('384437632', 2670712, 2672787, '-', 'sll0602')]
371 	[('384437633', 2672918, 2673538, '+', 'slr0645'), ('384437634', 2673553, 2675013, '+', 'dacB')]
372 	[('384437638', 2679367, 2680689, '-', 'dgt'), ('384437639', 2680711, 2681364, '-', 'sll0397'), ('384437640', 2681369, 2682043, '-', 'sll0396')]
373 	[('384437645', 2686769, 2689351, '+', 'gyrA'), ('384437646', 2689351, 2690262, '+', 'slr0418')]
374 	[('384437647', 2690345, 2691100, '-', 'sll0385'), ('384437648', 2691121, 2691894, '-', 'sll0384'), ('384437649', 2691897, 2692541, '-', 'cbiM'), ('384437650', 2692542, 2693072, '-', 'sll0382'), ('384437651', 2693078, 2693962, '-', 'sll0381')]
375 	[('384437655', 2695968, 2697065, '-', 'rfbW'), ('384437656', 2697075, 2697962, '-', 'lpxA')]
376 	[('384437669', 2715552, 2715980, '-', 'sll0369'), ('384437670', 2715994, 2716530, '-', 'pyrR')]
377 	[('384437673', 2719067, 2719519, '-', 'sll0189'), ('384437674', 2719546, 2721051, '-', 'sll0188')]
378 	[('384437675', 2721248, 2722855, '+', 'lytB'), ('384437676', 2722892, 2723236, '+', 'slr0192')]
379 	[('384437679', 2724906, 2725457, '+', 'slr0195'), ('384437680', 2725493, 2725876, '+', 'slr0196'), ('384437681', 2725864, 2727525, '+', 'comA')]
380 	[('384437714', 2769674, 2770123, '+', 'cynS'), ('384437715', 2770139, 2771311, '+', 'moeA'), ('384437716', 2771287, 2772270, '+', 'moaA'), ('384437717', 2772271, 2773314, '+', 'moaC'), ('384437718', 2773298, 2773543, '+', 'ssr1527'), ('384437719', 2773549, 2773986, '+', 'moaE')]
381 	[('384437727', 2785615, 2787234, '+', 'slr0913'), ('384437728', 2787267, 2789063, '+', 'slr0914')]
382 	[('384437731', 2791976, 2792737, '+', 'map'), ('384437732', 2792743, 2793198, '+', 'slr0919')]
383 	[('384437735', 2794243, 2795217, '-', 'citH'), ('384437736', 2795255, 2795473, '-', 'ssl1690')]
384 	[('384437737', 2795856, 2796242, '+', 'slr0921'), ('384437738', 2796239, 2796823, '+', 'pth')]
385 	[('384437743', 2802183, 2803025, '-', 'map'), ('384437744', 2803045, 2803401, '-', 'ftrC')]
386 	[('384437745', 2803472, 2804509, '-', 'sll0553'), ('384437746', 2804425, 2804931, '-', 'sll0552')]
387 	[('384437753', 2811731, 2812453, '-', 'sll0545'), ('384437754', 2812471, 2813472, '-', 'sll0544')]
388 	[('384437768', 2823840, 2824172, '+', 'slr0581'), ('384437769', 2824148, 2824528, '+', 'slr0582')]
389 	[('384437772', 2826957, 2827889, '+', 'slr0583'), ('384437773', 2827915, 2829828, '+', 'slr0825')]
390 	[('384437779', 2836612, 2837727, '-', 'sll0833'), ('384437780', 2837741, 2838196, '-', 'sll0832')]
391 	[('384437783', 2841589, 2842500, '+', 'moxR'), ('384437784', 2842531, 2843559, '+', 'rfbB')]
392 	[('384437804', 2866734, 2867567, '+', 'slr0848'), ('384437805', 2867584, 2868378, '+', 'gidB')]
393 	[('384437812', 2875662, 2876852, '-', 'sll0086'), ('384437813', 2876895, 2878106, '-', 'sll0085'), ('384437814', 2878103, 2878588, '-', 'hisB')]
394 	[('384437828', 2895543, 2896427, '+', 'slr0089'), ('384437829', 2896451, 2897470, '+', 'ppd')]
395 	[('384437830', 2897527, 2898897, '+', 'slr0091'), ('384437831', 2898906, 2899679, '+', 'slr0092')]
396 	[('384437832', 2899797, 2900795, '+', 'dnaJ'), ('384437833', 2900824, 2901486, '+', 'slr0095')]
397 	[('384437834', 2901648, 2903318, '+', 'slr0096'), ('384437835', 2903348, 2904052, '+', 'slr0498')]
398 	[('384437844', 2911928, 2912941, '+', 'slr0503'), ('384437845', 2912951, 2913523, '+', 'slr0505')]
399 	[('384437847', 2914670, 2915893, '-', 'sll0482'), ('384437848', 2915814, 2916281, '-', 'sll0481')]
400 	[('384437854', 2921724, 2922176, '-', 'sll0479'), ('384437855', 2922173, 2922616, '-', 'sll0478'), ('384437856', 2922620, 2923384, '-', 'sll0477')]
401 	[('384437858', 2924716, 2925603, '+', 'slr0514'), ('384437859', 2925600, 2926100, '+', 'slr0516')]
402 	[('384437860', 2926097, 2928517, '-', 'sll0474'), ('384437861', 2928520, 2929572, '-', 'sll0473')]
403 	[('384437864', 2931028, 2931330, '+', 'slr0519'), ('384437865', 2931327, 2932001, '+', 'purL'), ('384437866', 2931976, 2932989, '+', 'slr0521')]
404 	[('384437874', 2941817, 2942551, '-', 'sll0596'), ('384437875', 2942587, 2943018, '-', 'sll0595')]
405 	[('384437883', 2953410, 2954906, '+', 'cobQ'), ('384437884', 2954924, 2955970, '+', 'slr0619'), ('384437885', 2955942, 2956181, '+', 'ssr1041')]
406 	[('384437887', 2956853, 2958304, '-', 'pykF'), ('384437888', 2958347, 2959573, '-', 'sll0586')]
407 	[('384437899', 2971032, 2972039, '+', 'slr0103'), ('384437900', 2972085, 2974520, '+', 'slr0104')]
408 	[('384437903', 2977325, 2978713, '+', 'slr0105'), ('384437904', 2978713, 2979417, '+', 'slr0106')]
409 	[('384437905', 2979476, 2979784, '-', 'sll0101'), ('384437906', 2979826, 2981007, '-', 'ama')]
410 	[('384437909', 2983802, 2985058, '+', 'slr0108'), ('384437910', 2985055, 2986011, '+', 'slr0109')]
411 	[('384437912', 2987624, 2989327, '-', 'sll0095'), ('384437913', 2989342, 2990715, '-', 'sll0094')]
412 	[('384437931', 3008974, 3009681, '+', 'slr0299'), ('384437932', 3009657, 3010241, '+', 'slr0300')]
413 	[('384437936', 3017021, 3018031, '+', 'slr0304'), ('384437937', 3018078, 3018707, '+', 'slr0305')]
414 	[('384437943', 3027318, 3028298, '-', 'sll0282'), ('384437944', 3028300, 3029472, '-', 'sll0281')]
415 	[('384437946', 3031313, 3033592, '+', 'slr0311'), ('384437947', 3033600, 3034229, '+', 'slr0312')]
416 	[('384437948', 3034451, 3035008, '+', 'slr0313'), ('384437949', 3035051, 3035881, '+', 'slr0314')]
417 	[('384437958', 3043650, 3044669, '+', 'slr0787'), ('384437959', 3044694, 3046082, '+', 'slr0788')]
418 	[('384437960', 3046531, 3047088, '+', 'slr0789'), ('384437961', 3047102, 3047452, '+', 'umuC')]
419 	[('384437962', 3047719, 3049083, '-', 'sll0798'), ('384437963', 3049080, 3049784, '-', 'sll0797')]
420 	[('384437964', 3049903, 3050550, '+', 'slr0793'), ('384437965', 3050589, 3053753, '+', 'slr0794'), ('384437966', 3053689, 3054516, '+', 'slr0795')]
421 	[('384437970', 3059286, 3059612, '-', 'sll0793'), ('384437971', 3059624, 3060022, '-', 'smtB')]
422 	[('384437973', 3062366, 3063742, '-', 'sll0790'), ('384437974', 3063729, 3064427, '-', 'sll0789'), ('384437975', 3064434, 3065024, '-', 'sll0788')]
423 	[('384437976', 3065246, 3065569, '+', 'slr0799'), ('384437977', 3065566, 3065994, '+', 'slr0800')]
424 	[('384437978', 3066175, 3066465, '-', 'ssl1464'), ('384437979', 3066469, 3067437, '-', 'sll0787'), ('384437980', 3067447, 3068025, '-', 'sll0786'), ('384437981', 3067979, 3069067, '-', 'sll0785'), ('384437982', 3069098, 3070123, '-', 'merR')]
425 	[('384437986', 3073927, 3074394, '-', 'sll0781'), ('384437987', 3074363, 3074665, '-', 'sll0780'), ('384437988', 3074713, 3077367, '-', 'sll0779')]
426 	[('384437990', 3080081, 3080998, '-', 'sll0777'), ('384437991', 3080968, 3082485, '-', 'pknA')]
427 	[('384437994', 3083494, 3087252, '+', 'slr0697'), ('384437995', 3087236, 3087700, '+', 'slr0698')]
