#Operon 	Genes in Operon
1353 	[('HCP21_2_76754', 20, 127, '+', '2099453072'), ('HCP21_2_87908', 11, 130, '+', '2099453073'), ('HCP21_2_88908', 6, 137, '+', '2099453074')]
1354 	[('HCP21_2_90908', 2, 165, '-', '2099453075'), ('HCP21_2_98580', 32, 121, '-', '2099453076'), ('HCP21_2_110679', 3, 121, '-', '2099453077'), ('HCP21_2_119179', 3, 222, '-', '2099453078')]
1355 	[('HCP21_2_127927', 3, 134, '+', '2099453081'), ('HCP21_2_130927', 20, 178, '+', '2099453082'), ('HCP21_2_131427', 1, 189, '+', '2099453083')]
1356 	[('HCP21_2_162459', 13, 222, '+', '2099453089'), ('HCP21_8519', 1, 324, '+', '2099453090'), ('HCP21_10064', 3, 65, '+', '2099453091')]
1357 	[('HCP21_10064', 352, 492, '+', '2099453092'), ('HCP21_2768', 2, 676, '+', '2099453093'), ('HCP21_8002', 2, 439, '+', '2099453094'), ('HCP21_1628', 2, 250, '+', '2099453095'), ('HCP21_1628', 271, 381, '+', '2099453096')]
1358 	[('HCP21_10711', 2, 505, '+', '2099453100'), ('HCP21_8287', 1, 342, '+', '2099453101'), ('HCP21_3369', 37, 915, '+', '2099453102'), ('HCP21_675_', 2, 286, '+', '2099453103'), ('HCP21_675_', 306, 449, '+', '2099453104')]
1359 	[('HCP21_10884', 1, 333, '-', '2099453105'), ('HCP21_5524', 2, 301, '-', '2099453106')]
1360 	[('HCP21_5816', 3, 578, '+', '2099453109'), ('HCP21_4101', 293, 373, '+', '2099453110'), ('HCP21_8749', 1, 396, '+', '2099453111'), ('HCP21_3619', 3, 341, '+', '2099453112'), ('HCP21_2583', 2, 457, '+', '2099453113'), ('HCP21_4956', 1, 114, '+', '2099453114'), ('HCP21_4956', 151, 1431, '+', '2099453115'), ('HCP21_4956', 1404, 1796, '+', '2099453116')]
1361 	[('HCP21_3941', 1, 1395, '-', '2099453117'), ('HCP21_8532', 39, 560, '-', '2099453118'), ('HCP21_9173', 2, 829, '-', '2099453119'), ('HCP21_6618', 2, 138, '-', '2099453120')]
1362 	[('HCP21_6618', 273, 333, '-', '2099453121'), ('HCP21_3455', 3, 287, '-', '2099453122'), ('HCP21_1661', 1, 393, '-', '2099453123')]
1363 	[('HCP21_5054', 3, 335, '+', '2099453126'), ('HCP21_6274', 31, 177, '+', '2099453127'), ('HCP21_6274', 149, 346, '+', '2099453128')]
1364 	[('HCP21_7300', 1, 225, '-', '2099453129'), ('HCP21_7300', 255, 350, '-', '2099453130')]
1365 	[('HCP21_6252', 39, 179, '+', '2099453131'), ('HCP21_6252', 142, 390, '+', '2099453132')]
1366 	[('HCP21_9817', 3, 389, '+', '2099453135'), ('HCP21_5595', 59, 511, '+', '2099453136'), ('HCP21_6784', 62, 337, '+', '2099453137'), ('HCP21_9112', 30, 476, '+', '2099453138'), ('HCP21_10__', 1, 597, '+', '2099453139')]
1367 	[('HCP21_10__', 698, 3046, '-', '2099453140'), ('HCP21_10__', 3056, 3973, '-', '2099453141'), ('HCP21_10__', 4005, 4706, '-', '2099453142')]
1368 	[('HCP21_2_5067', 1, 120, '+', '2099453145'), ('HCP21_2_25400', 2, 187, '+', '2099453146')]
1369 	[('HCP21_2_38125', 3, 206, '+', '2099453148'), ('HCP21_2_38625', 11, 214, '+', '2099453149'), ('HCP21_2_51227', 2, 172, '+', '2099453150'), ('HCP21_2_53727', 3, 203, '+', '2099453151'), ('HCP21_2_63113', 1, 128, '+', '2099453152')]
1370 	[('HCP21_2_65613', 2, 153, '-', '2099453153'), ('HCP21_2_72756', 4, 114, '-', '2099453154'), ('HCP21_2_79256', 3, 176, '-', '2099453155')]
1371 	[('HCP21_2_80256', 1, 195, '+', '2099453156'), ('HCP21_2_82910', 14, 103, '+', '2099453157'), ('HCP21_2_87410', 17, 127, '+', '2099453158'), ('HCP21_2_88410', 26, 127, '+', '2099453159'), ('HCP21_2_89410', 3, 143, '+', '2099453160'), ('HCP21_2_91910', 4, 183, '+', '2099453161')]
1372 	[('HCP21_2_94582', 2, 100, '-', '2099453162'), ('HCP21_9722', 2, 523, '-', '2099453163'), ('HCP21_4924', 23, 301, '-', '2099453164')]
1373 	[('HCP21_1957', 2, 298, '-', '2099453168'), ('HCP21_3041', 2, 982, '-', '2099453169')]
1374 	[('HCP21_9773', 90, 533, '+', '2099453172'), ('HCP21_7614', 2, 76, '+', '2099453173')]
1375 	[('HCP21_7614', 154, 387, '+', '2099453174'), ('HCP21_8807', 3, 335, '+', '2099453175'), ('HCP21_10382', 66, 329, '+', '2099453176')]
1376 	[('HCP21_9190', 2, 115, '+', '2099453178'), ('HCP21_9190', 134, 286, '+', '2099453179')]
1377 	[('HCP21_5201', 196, 432, '+', '2099453181'), ('HCP21_5201', 446, 517, '+', '2099453182'), ('HCP21_1007', 3, 179, '+', '2099453183')]
1378 	[('HCP21_9130', 2, 310, '-', '2099453184'), ('HCP21_10840', 1, 537, '-', '2099453185')]
1379 	[('HCP21_8211', 3, 161, '+', '2099453186'), ('HCP21_8211', 199, 540, '+', '2099453187')]
1380 	[('HCP21_2_122430', 7, 107, '+', '2099453189'), ('HCP21_10923', 2, 553, '+', '2099453190')]
1381 	[('HCP21_10923', 621, 806, '+', '2099453191'), ('HCP21_7049', 2, 1090, '+', '2099453192'), ('HCP21_7018', 2, 160, '+', '2099453193'), ('HCP21_3219', 24, 467, '+', '2099453194'), ('HCP21_9064', 3, 440, '+', '2099453195')]
1382 	[('HCP21_554_', 1, 429, '-', '2099453196'), ('HCP21_7357', 3, 242, '-', '2099453197'), ('HCP21_7357', 242, 319, '-', '2099453198'), ('HCP21_8385', 74, 418, '-', '2099453199'), ('HCP21_8385', 415, 522, '-', '2099453200'), ('HCP21_5496', 3, 446, '-', '2099453201'), ('HCP21_10512', 4, 288, '-', '2099453202')]
1383 	[('HCP21_10512', 426, 563, '-', '2099453203'), ('HCP21_10512', 572, 769, '-', '2099453204')]
1384 	[('HCP21_10512', 851, 1063, '-', '2099453205'), ('HCP21_5342', 1, 123, '-', '2099453206')]
1385 	[('HCP21_5342', 654, 833, '-', '2099453208'), ('HCP21_3541', 1, 504, '-', '2099453209')]
1386 	[('HCP21_6893', 1, 417, '+', '2099453212'), ('HCP21_1103', 71, 247, '+', '2099453213'), ('HCP21_4455', 3, 374, '+', '2099453214'), ('HCP21_3896', 1, 444, '+', '2099453215'), ('HCP21_6866', 1, 321, '+', '2099453216')]
1387 	[('HCP21_4762', 1, 579, '-', '2099453219'), ('HCP21_538_', 2, 211, '-', '2099453220'), ('HCP21_2_17902', 2, 111, '-', '2099453221')]
1388 	[('HCP21_9401', 48, 653, '-', '2099453223'), ('HCP21_3808', 9, 383, '-', '2099453224')]
1389 	[('HCP21_9049', 2, 571, '-', '2099453226'), ('HCP21_6011', 3, 350, '-', '2099453227')]
1390 	[('HCP21_133_', 1064, 1492, '+', '2099453230'), ('HCP21_133_', 1479, 2018, '+', '2099453231')]
1391 	[('HCP21_9606', 31, 393, '-', '2099453232'), ('HCP21_7351', 2, 1039, '-', '2099453233'), ('HCP21_8783', 2, 463, '-', '2099453234')]
1392 	[('HCP21_5784', 305, 532, '+', '2099453237'), ('HCP21_4953', 3, 476, '+', '2099453238'), ('HCP21_382_', 1, 337, '+', '2099453239')]
1393 	[('HCP21_7375', 3, 863, '-', '2099453240'), ('HCP21_10128', 48, 1490, '-', '2099453241')]
1394 	[('HCP21_1443', 76, 339, '+', '2099453244'), ('HCP21_9444', 196, 384, '+', '2099453245')]
1395 	[('HCP21_4211', 1559, 2587, '-', '2099453249'), ('HCP21_4211', 2635, 2757, '-', '2099453250'), ('HCP21_5574', 1, 75, '-', '2099453251'), ('HCP21_5574', 77, 277, '-', '2099453252'), ('HCP21_5574', 295, 405, '-', '2099453253')]
1396 	[('HCP21_2_3570', 3, 113, '+', '2099453256'), ('HCP21_2_5070', 11, 115, '+', '2099453257')]
1397 	[('HCP21_2_9570', 6, 143, '-', '2099453258'), ('HCP21_2_10570', 28, 171, '-', '2099453259'), ('HCP21_2_11070', 3, 176, '-', '2099453260')]
1398 	[('HCP21_2_14070', 3, 239, '+', '2099453261'), ('HCP21_2_16903', 2, 106, '+', '2099453262'), ('HCP21_2_21403', 2, 130, '+', '2099453263')]
1399 	[('HCP21_2_23403', 28, 150, '-', '2099453264'), ('HCP21_2_24403', 5, 166, '-', '2099453265'), ('HCP21_2_27628', 24, 101, '-', '2099453266'), ('HCP21_2_32628', 3, 122, '-', '2099453267')]
1400 	[('HCP21_2_38128', 4, 195, '+', '2099453268'), ('HCP21_2_38628', 1, 225, '+', '2099453269')]
1401 	[('HCP21_2_52230', 2, 153, '-', '2099453272'), ('HCP21_2_55230', 2, 228, '-', '2099453273')]
1402 	[('HCP21_2_90913', 3, 161, '+', '2099453276'), ('HCP21_2_96085', 1, 105, '+', '2099453277'), ('HCP21_2_100085', 3, 131, '+', '2099453278')]
1403 	[('HCP21_2_105585', 3, 182, '+', '2099453280'), ('HCP21_2_114684', 1, 153, '+', '2099453281')]
1404 	[('HCP21_2_116684', 2, 180, '-', '2099453282'), ('HCP21_2_119684', 106, 201, '-', '2099453283')]
1405 	[('HCP21_2_122432', 5, 106, '+', '2099453284'), ('HCP21_2_127432', 10, 135, '+', '2099453285')]
1406 	[('HCP21_2_130932', 28, 159, '+', '2099453287'), ('HCP21_2_131932', 56, 202, '+', '2099453288'), ('HCP21_2_134611', 1, 105, '+', '2099453289')]
1407 	[('HCP21_2_148611', 89, 220, '-', '2099453290'), ('HCP21_710_', 1, 312, '-', '2099453291')]
1408 	[('HCP21_6458', 3, 80, '+', '2099453292'), ('HCP21_1102', 1, 285, '+', '2099453293'), ('HCP21_946_', 107, 238, '+', '2099453294'), ('HCP21_2515', 24, 344, '+', '2099453295'), ('HCP21_552_', 22, 348, '+', '2099453296')]
1409 	[('HCP21_8567', 24, 473, '-', '2099453299'), ('HCP21_5853', 58, 183, '-', '2099453300')]
1410 	[('HCP21_6357', 73, 630, '+', '2099453305'), ('HCP21_1377', 148, 408, '+', '2099453306')]
1411 	[('HCP21_6141', 121, 531, '-', '2099453307'), ('HCP21_699_', 3, 341, '-', '2099453308'), ('HCP21_1315', 3, 80, '-', '2099453309'), ('HCP21_1315', 90, 356, '-', '2099453310')]
1412 	[('HCP21_1_1_newblercontig09101', 7, 207, '+', '2099453314'), ('HCP21_2_2071', 2, 106, '+', '2099453315'), ('HCP21_2_3571', 3, 113, '+', '2099453316'), ('HCP21_2_9071', 2, 148, '+', '2099453317')]
1413 	[('HCP21_2_11571', 2, 186, '-', '2099453318'), ('HCP21_2_20404', 3, 124, '-', '2099453319')]
1414 	[('HCP21_2_40231', 1, 102, '+', '2099453324'), ('HCP21_2_43231', 3, 116, '+', '2099453325'), ('HCP21_2_45231', 12, 125, '+', '2099453326'), ('HCP21_2_47231', 1, 135, '+', '2099453327'), ('HCP21_2_47731', 3, 140, '+', '2099453328')]
1415 	[('HCP21_2_59117', 2, 106, '+', '2099453330'), ('HCP21_2_65617', 3, 152, '+', '2099453331'), ('HCP21_2_67117', 3, 140, '+', '2099453332')]
1416 	[('HCP21_2_73760', 12, 116, '+', '2099453334'), ('HCP21_2_77760', 3, 152, '+', '2099453335')]
1417 	[('HCP21_2_81260', 3, 226, '-', '2099453336'), ('HCP21_2_83914', 3, 107, '-', '2099453337'), ('HCP21_2_90914', 5, 163, '-', '2099453338')]
1418 	[('HCP21_2_92914', 9, 215, '+', '2099453339'), ('HCP21_2_97086', 2, 112, '+', '2099453340'), ('HCP21_2_99086', 2, 124, '+', '2099453341'), ('HCP21_2_105586', 3, 227, '+', '2099453342'), ('HCP21_2_111185', 2, 124, '+', '2099453343'), ('HCP21_2_113185', 1, 138, '+', '2099453344'), ('HCP21_2_113685', 1, 132, '+', '2099453345')]
1419 	[('HCP21_2_136612', 2, 90, '-', '2099453350'), ('HCP21_2_137112', 4, 90, '-', '2099453351')]
1420 	[('HCP21_2_139112', 2, 124, '+', '2099453352'), ('HCP21_2_143112', 2, 151, '+', '2099453353')]
1421 	[('HCP21_2_158465', 3, 140, '-', '2099453356'), ('HCP21_2_158965', 7, 144, '-', '2099453357'), ('HCP21_2_162465', 7, 213, '-', '2099453358')]
1422 	[('HCP21_8161', 53, 382, '+', '2099453363'), ('HCP21_5017', 1, 594, '+', '2099453364')]
1423 	[('HCP21_8380', 1, 72, '+', '2099453367'), ('HCP21_10603', 3, 272, '+', '2099453368'), ('HCP21_10603', 313, 648, '+', '2099453369')]
1424 	[('HCP21_9031', 47, 391, '-', '2099453370'), ('HCP21_6090', 309, 506, '-', '2099453371')]
1425 	[('HCP21_8028', 2, 301, '+', '2099453372'), ('HCP21_4208', 2, 448, '+', '2099453373')]
1426 	[('HCP21_10180', 1, 150, '-', '2099453374'), ('HCP21_4186', 2, 487, '-', '2099453375'), ('HCP21_4186', 487, 594, '-', '2099453376'), ('HCP21_4268', 3, 197, '-', '2099453377')]
1427 	[('HCP21_8709', 2, 892, '+', '2099453378'), ('HCP21_8709', 870, 992, '+', '2099453379')]
1428 	[('HCP21_5195', 2, 292, '+', '2099453381'), ('HCP21_8545', 86, 1030, '+', '2099453382')]
1429 	[('HCP21_8664', 13, 450, '+', '2099453384'), ('HCP21_8664', 473, 1402, '+', '2099453385')]
1430 	[('HCP21_2307', 66, 263, '+', '2099453387'), ('HCP21_2307', 263, 367, '+', '2099453388'), ('HCP21_10935', 1, 276, '+', '2099453389'), ('HCP21_7230', 3, 131, '+', '2099453390')]
1431 	[('HCP21_237_', 1, 66, '+', '2099453393'), ('HCP21_2605', 3, 179, '+', '2099453394'), ('HCP21_2605', 216, 686, '+', '2099453395')]
1432 	[('HCP21_1160', 2, 319, '-', '2099453397'), ('HCP21_160_', 3, 350, '-', '2099453398')]
1433 	[('HCP21_160_', 699, 1742, '-', '2099453399'), ('HCP21_160_', 1760, 2545, '-', '2099453400'), ('HCP21_160_', 2564, 3715, '-', '2099453401')]
1434 	[('HCP21_6794', 1, 657, '-', '2099453406'), ('HCP21_9356', 11, 313, '-', '2099453407'), ('HCP21_9149', 9, 263, '-', '2099453408')]
1435 	[('HCP21_5248', 3, 320, '-', '2099453410'), ('HCP21_5642', 2, 370, '-', '2099453411')]
1436 	[('HCP21_296_', 62, 316, '+', '2099453412'), ('HCP21_7175', 3, 287, '+', '2099453413')]
1437 	[('HCP21_1186', 2, 259, '-', '2099453414'), ('HCP21_960_', 3, 392, '-', '2099453415')]
1438 	[('HCP21_10753', 209, 394, '+', '2099453416'), ('HCP21_4769', 3, 326, '+', '2099453417'), ('HCP21_4711', 1, 96, '+', '2099453418')]
1439 	[('HCP21_2_123435', 1, 101, '-', '2099453421'), ('HCP21_3957', 2, 799, '-', '2099453422')]
1440 	[('HCP21_3957', 1002, 1250, '+', '2099453423'), ('HCP21_7439', 1, 525, '+', '2099453424'), ('HCP21_2044', 1, 507, '+', '2099453425'), ('HCP21_5208', 2, 496, '+', '2099453426'), ('HCP21_2123', 1, 567, '+', '2099453427')]
1441 	[('HCP21_9673', 3, 554, '-', '2099453428'), ('HCP21_8246', 48, 926, '-', '2099453429'), ('HCP21_1759', 107, 529, '-', '2099453430'), ('HCP21_10514', 13, 552, '-', '2099453431')]
1442 	[('HCP21_9424', 3, 500, '-', '2099453435'), ('HCP21_1993', 2, 310, '-', '2099453436'), ('HCP21_9478', 3, 425, '-', '2099453437'), ('HCP21_9981', 2, 679, '-', '2099453438'), ('HCP21_353_', 3, 785, '-', '2099453439'), ('HCP21_1733', 38, 325, '-', '2099453440')]
1443 	[('HCP21_4349', 3, 1382, '-', '2099453442'), ('HCP21_4516', 2, 561, '-', '2099453443'), ('HCP21_7087', 3, 772, '-', '2099453444')]
1444 	[('HCP21_2706', 1, 354, '+', '2099453445'), ('HCP21_1361', 80, 463, '+', '2099453446')]
1445 	[('HCP21_56__', 3, 98, '+', '2099453448'), ('HCP21_56__', 95, 2329, '+', '2099453449'), ('HCP21_4006', 2, 769, '+', '2099453450'), ('HCP21_10021', 113, 409, '+', '2099453451'), ('HCP21_98__', 2, 2020, '+', '2099453452')]
1446 	[('HCP21_98__', 2105, 3964, '+', '2099453453'), ('HCP21_4202', 62, 316, '+', '2099453454'), ('HCP21_3335', 28, 453, '+', '2099453455')]
1447 	[('HCP21_3638', 23, 706, '-', '2099453456'), ('HCP21_3863', 1, 330, '-', '2099453457')]
1448 	[('HCP21_265_', 3, 335, '+', '2099453460'), ('HCP21_4663', 73, 282, '+', '2099453461'), ('HCP21_4663', 279, 974, '+', '2099453462'), ('HCP21_4663', 955, 1545, '+', '2099453463')]
1449 	[('HCP21_8456', 324, 464, '-', '2099453464'), ('HCP21_818_', 81, 629, '-', '2099453465'), ('HCP21_6983', 3, 167, '-', '2099453466')]
1450 	[('HCP21_7340', 146, 856, '+', '2099453468'), ('HCP21_521_', 41, 589, '+', '2099453469'), ('HCP21_521_', 600, 1598, '+', '2099453470'), ('HCP21_2_2074', 2, 106, '+', '2099453471'), ('HCP21_2_7574', 1, 138, '+', '2099453472'), ('HCP21_2_20407', 2, 124, '+', '2099453473'), ('HCP21_2_26907', 47, 232, '+', '2099453474'), ('HCP21_2_32132', 3, 122, '+', '2099453475'), ('HCP21_2_35132', 1, 148, '+', '2099453476'), ('HCP21_2_38132', 2, 208, '+', '2099453477'), ('HCP21_2_39234', 2, 100, '+', '2099453478')]
1451 	[('HCP21_2_51734', 35, 175, '-', '2099453479'), ('HCP21_2_52234', 2, 183, '-', '2099453480'), ('HCP21_2_75763', 6, 125, '-', '2099453481'), ('HCP21_2_82917', 3, 104, '-', '2099453482'), ('HCP21_2_84417', 3, 106, '-', '2099453483'), ('HCP21_2_91917', 46, 180, '-', '2099453484')]
1452 	[('HCP21_2_104589', 2, 166, '+', '2099453487'), ('HCP21_2_113188', 2, 136, '+', '2099453488'), ('HCP21_2_124936', 6, 119, '+', '2099453489')]
1453 	[('HCP21_2_127436', 2, 135, '-', '2099453490'), ('HCP21_2_132436', 77, 219, '-', '2099453491'), ('HCP21_2_135115', 3, 107, '-', '2099453492')]
1454 	[('HCP21_2_145615', 3, 176, '+', '2099453493'), ('HCP21_2_147115', 1, 195, '+', '2099453494')]
1455 	[('HCP21_2_161968', 3, 203, '+', '2099453496'), ('HCP21_5105', 3, 434, '+', '2099453497')]
1456 	[('HCP21_2371', 3, 347, '+', '2099453501'), ('HCP21_10776', 3, 470, '+', '2099453502')]
1457 	[('HCP21_9453', 3, 461, '+', '2099453504'), ('HCP21_7177', 2, 373, '+', '2099453505')]
1458 	[('HCP21_3477', 2, 496, '-', '2099453506'), ('HCP21_67__', 3, 176, '-', '2099453507')]
1459 	[('HCP21_67__', 1062, 1964, '-', '2099453509'), ('HCP21_10656', 1, 630, '-', '2099453510')]
1460 	[('HCP21_139_', 2, 1027, '+', '2099453511'), ('HCP21_139_', 1031, 2620, '+', '2099453512')]
1461 	[('HCP21_139_', 9501, 9989, '+', '2099453520'), ('HCP21_139_', 10000, 11439, '+', '2099453521'), ('HCP21_139_', 11436, 11678, '+', '2099453522')]
1462 	[('HCP21_9353', 2, 76, '-', '2099453526'), ('HCP21_9353', 79, 519, '-', '2099453527')]
1463 	[('HCP21_3243', 27, 314, '+', '2099453528'), ('HCP21_8852', 1, 333, '+', '2099453529'), ('HCP21_185_', 1, 273, '+', '2099453530')]
1464 	[('HCP21_185_', 2236, 2415, '+', '2099453533'), ('HCP21_185_', 2418, 2864, '+', '2099453534')]
1465 	[('HCP21_185_', 2913, 3509, '-', '2099453535'), ('HCP21_7220', 2, 508, '-', '2099453536')]
1466 	[('HCP21_6353', 114, 206, '-', '2099453540'), ('HCP21_6353', 233, 322, '-', '2099453541')]
1467 	[('HCP21_6353', 391, 459, '-', '2099453542'), ('HCP21_2_118189', 3, 196, '-', '2099453543')]
1468 	[('HCP21_112_', 3, 5669, '+', '2099453544'), ('HCP21_6609', 2, 208, '+', '2099453545'), ('HCP21_6609', 221, 433, '+', '2099453546'), ('HCP21_6481', 93, 317, '+', '2099453547')]
1469 	[('HCP21_3864', 249, 569, '-', '2099453548'), ('HCP21_2519', 2, 259, '-', '2099453549'), ('HCP21_10171', 26, 427, '-', '2099453550'), ('HCP21_9105', 3, 284, '-', '2099453551'), ('HCP21_869_', 3, 439, '-', '2099453552')]
1470 	[('HCP21_459_', 2, 403, '-', '2099453554'), ('HCP21_10750', 1, 270, '-', '2099453555')]
1471 	[('HCP21_171_', 182, 847, '+', '2099453562'), ('HCP21_171_', 840, 1886, '+', '2099453563')]
1472 	[('HCP21_5547', 3, 461, '-', '2099453564'), ('HCP21_2240', 2, 421, '-', '2099453565')]
1473 	[('HCP21_9911', 3, 1295, '-', '2099453567'), ('HCP21_9911', 1267, 1380, '-', '2099453568')]
1474 	[('HCP21_2_79265', 3, 175, '-', '2099453574'), ('HCP21_2_89919', 6, 149, '-', '2099453575')]
1475 	[('HCP21_2_92919', 2, 213, '-', '2099453577'), ('HCP21_2_136617', 15, 100, '-', '2099453578')]
1476 	[('HCP21_5973', 608, 1243, '+', '2099453581'), ('HCP21_439_', 2, 346, '+', '2099453582')]
1477 	[('HCP21_6737', 3, 455, '-', '2099453583'), ('HCP21_6958', 2, 451, '-', '2099453584'), ('HCP21_6958', 498, 1514, '-', '2099453585'), ('HCP21_3977', 100, 330, '-', '2099453586')]
1478 	[('HCP21_606_', 170, 310, '+', '2099453594'), ('HCP21_3008', 2, 334, '+', '2099453595')]
1479 	[('HCP21_7702', 28, 513, '+', '2099453597'), ('HCP21_7696', 2, 556, '+', '2099453598')]
1480 	[('HCP21_5241', 4, 288, '+', '2099453600'), ('HCP21_9761', 3, 1181, '+', '2099453601')]
1481 	[('HCP21_4111', 76, 480, '+', '2099453604'), ('HCP21_1912', 2, 187, '+', '2099453605')]
1482 	[('HCP21_1912', 306, 452, '+', '2099453606'), ('HCP21_1_1_newblercontig06196', 2, 247, '+', '2099453607')]
1483 	[('HCP21_2_26910', 13, 237, '+', '2099453615'), ('HCP21_2_33635', 7, 114, '+', '2099453616')]
1484 	[('HCP21_2_43237', 3, 115, '-', '2099453617'), ('HCP21_2_48237', 15, 125, '-', '2099453618'), ('HCP21_2_54237', 11, 211, '-', '2099453619'), ('HCP21_2_57623', 26, 97, '-', '2099453620')]
1485 	[('HCP21_2_79766', 2, 186, '-', '2099453626'), ('HCP21_2_90420', 3, 157, '-', '2099453627'), ('HCP21_2_91920', 3, 185, '-', '2099453628')]
1486 	[('HCP21_2_93420', 3, 233, '+', '2099453629'), ('HCP21_2_96592', 1, 111, '+', '2099453630'), ('HCP21_2_113191', 2, 133, '+', '2099453631')]
1487 	[('HCP21_2_134618', 3, 103, '-', '2099453638'), ('HCP21_2_145118', 3, 170, '-', '2099453639')]
1488 	[('HCP21_2_148618', 2, 220, '+', '2099453640'), ('HCP21_2_149118', 1, 218, '+', '2099453641'), ('HCP21_2_149618', 1, 243, '+', '2099453642'), ('HCP21_2_154971', 5, 115, '+', '2099453643'), ('HCP21_2_158971', 3, 146, '+', '2099453644'), ('HCP21_2_161971', 12, 206, '+', '2099453645'), ('HCP21_9423', 189, 389, '+', '2099453646'), ('HCP21_7826', 2, 685, '+', '2099453647'), ('HCP21_2541', 43, 425, '+', '2099453648')]
1489 	[('HCP21_2541', 612, 755, '+', '2099453649'), ('HCP21_5079', 1, 462, '+', '2099453650'), ('HCP21_2610', 1, 591, '+', '2099453651'), ('HCP21_4282', 1, 321, '+', '2099453652'), ('HCP21_5676', 3, 551, '+', '2099453653')]
1490 	[('HCP21_5035', 1, 144, '-', '2099453654'), ('HCP21_5035', 144, 374, '-', '2099453655'), ('HCP21_7459', 3, 353, '-', '2099453656')]
1491 	[('HCP21_8816', 62, 418, '+', '2099453657'), ('HCP21_8816', 402, 464, '+', '2099453658'), ('HCP21_3133', 94, 507, '+', '2099453659'), ('HCP21_3133', 495, 890, '+', '2099453660')]
1492 	[('HCP21_10159', 6, 182, '+', '2099453662'), ('HCP21_10159', 214, 312, '+', '2099453663'), ('HCP21_7633', 2, 493, '+', '2099453664')]
1493 	[('HCP21_10202', 86, 310, '+', '2099453667'), ('HCP21_9741', 2, 499, '+', '2099453668')]
1494 	[('HCP21_4903', 2, 256, '+', '2099453670'), ('HCP21_2164', 2, 328, '+', '2099453671'), ('HCP21_1_1_newblercontig09110', 40, 211, '+', '2099453672')]
1495 	[('HCP21_1_1_newblercontig10246', 2, 180, '-', '2099453673'), ('HCP21_1_1_newblercontig15075', 5, 133, '-', '2099453674')]
1496 	[('HCP21_2_6078', 3, 127, '-', '2099453676'), ('HCP21_2_9078', 3, 151, '-', '2099453677'), ('HCP21_2_10578', 3, 170, '-', '2099453678'), ('HCP21_2_22411', 3, 137, '-', '2099453679'), ('HCP21_2_25411', 2, 189, '-', '2099453680')]
1497 	[('HCP21_2_32636', 2, 124, '+', '2099453681'), ('HCP21_2_34636', 72, 143, '+', '2099453682')]
1498 	[('HCP21_2_36136', 3, 160, '-', '2099453683'), ('HCP21_2_38136', 3, 202, '-', '2099453684'), ('HCP21_2_45238', 2, 126, '-', '2099453685')]
1499 	[('HCP21_2_55738', 1, 240, '+', '2099453690'), ('HCP21_2_66624', 3, 140, '+', '2099453691')]
1500 	[('HCP21_2_75267', 2, 126, '-', '2099453692'), ('HCP21_2_79767', 17, 184, '-', '2099453693')]
1501 	[('HCP21_2_87921', 1, 126, '+', '2099453696'), ('HCP21_2_102093', 2, 151, '+', '2099453697'), ('HCP21_2_105593', 44, 239, '+', '2099453698')]
1502 	[('HCP21_2_117192', 2, 189, '-', '2099453699'), ('HCP21_2_118192', 3, 205, '-', '2099453700')]
1503 	[('HCP21_2_123940', 3, 113, '+', '2099453701'), ('HCP21_2_125440', 18, 119, '+', '2099453702'), ('HCP21_2_126940', 2, 115, '+', '2099453703'), ('HCP21_2_128940', 1, 147, '+', '2099453704')]
1504 	[('HCP21_2_149619', 2, 243, '-', '2099453711'), ('HCP21_2_152472', 5, 103, '-', '2099453712'), ('HCP21_2_155972', 2, 78, '-', '2099453713'), ('HCP21_2_157972', 2, 135, '-', '2099453714'), ('HCP21_2_158472', 3, 140, '-', '2099453715'), ('HCP21_2_160972', 2, 180, '-', '2099453716'), ('HCP21_588_', 1, 381, '-', '2099453717'), ('HCP21_588_', 390, 590, '-', '2099453718')]
1505 	[('HCP21_9200', 2, 343, '+', '2099453719'), ('HCP21_5846', 2, 307, '+', '2099453720'), ('HCP21_10302', 2, 337, '+', '2099453721')]
1506 	[('HCP21_6623', 3, 317, '+', '2099453723'), ('HCP21_299_', 3, 116, '+', '2099453724')]
1507 	[('HCP21_299_', 217, 330, '-', '2099453725'), ('HCP21_5886', 2, 484, '-', '2099453726'), ('HCP21_2434', 331, 1089, '-', '2099453727'), ('HCP21_2434', 1093, 1680, '-', '2099453728')]
1508 	[('HCP21_9054', 33, 644, '+', '2099453731'), ('HCP21_7394', 1, 387, '+', '2099453732'), ('HCP21_8462', 3, 320, '+', '2099453733')]
1509 	[('HCP21_7958', 3, 110, '-', '2099453734'), ('HCP21_6805', 1, 378, '-', '2099453735'), ('HCP21_9893', 1, 705, '-', '2099453736')]
1510 	[('HCP21_8433', 3, 491, '-', '2099453738'), ('HCP21_4222', 1, 234, '-', '2099453739')]
1511 	[('HCP21_4222', 390, 503, '-', '2099453740'), ('HCP21_10410', 1, 720, '-', '2099453741'), ('HCP21_4099', 80, 379, '-', '2099453742')]
1512 	[('HCP21_1_1_newblercontig11891', 1, 186, '-', '2099453744'), ('HCP21_2_132941', 2, 228, '-', '2099453745'), ('HCP21_1684', 3, 338, '-', '2099453746')]
1513 	[('HCP21_8546', 49, 468, '+', '2099453747'), ('HCP21_2607', 41, 193, '+', '2099453748')]
