#Operon 	Genes in Operon
192 	[('16129021', 1118530, 1118670, '-', 'yceO'), ('16129022', 1118691, 1119809, '-', 'solA')]
193 	[('16129029', 1124785, 1125369, '+', 'rimJ'), ('16129030', 1125380, 1126027, '+', 'yceH'), ('16129031', 1126029, 1126952, '+', 'yceM')]
194 	[('16129033', 1128637, 1129053, '-', 'flgN'), ('16129034', 1129058, 1129351, '-', 'flgM')]
195 	[('16129036', 1130241, 1130657, '+', 'flgB'), ('16129037', 1130661, 1131065, '+', 'flgC'), ('16129038', 1131077, 1131772, '+', 'flgD'), ('16129039', 1131797, 1133005, '+', 'flgE'), ('16129040', 1133025, 1133780, '+', 'flgF')]
196 	[('16129042', 1134787, 1135485, '+', 'flgH'), ('49176076', 1135497, 1136594, '+', 'flgI'), ('16129044', 1136594, 1137535, '+', 'flgJ')]
197 	[('16129045', 1137601, 1139244, '+', 'flgK'), ('16129046', 1139256, 1140209, '+', 'flgL')]
198 	[('16129054', 1147982, 1148935, '+', 'fabH'), ('16129055', 1148951, 1149880, '+', 'fabD'), ('16129056', 1149893, 1150627, '+', 'fabG')]
199 	[('16129059', 1152523, 1153332, '+', 'pabC'), ('16129060', 1153335, 1154357, '+', 'yceG'), ('16129061', 1154347, 1154988, '+', 'tmk'), ('16129062', 1154985, 1155989, '+', 'holB'), ('16129063', 1156000, 1156797, '+', 'ycfH')]
200 	[('49176077', 1161108, 1161467, '+', 'hinT'), ('16129067', 1161470, 1161847, '+', 'ycfL'), ('16129068', 1161861, 1162502, '+', 'lpoB'), ('16129069', 1162483, 1163307, '+', 'thiK'), ('16129070', 1163318, 1164343, '+', 'nagZ'), ('90111213', 1164366, 1164908, '+', 'ycfP')]
201 	[('16129079', 1174650, 1175849, '+', 'lolC'), ('90111215', 1175842, 1176543, '+', 'lolD'), ('16129081', 1176543, 1177787, '+', 'lolE'), ('16129082', 1177816, 1178727, '+', 'nagK')]
202 	[('16129084', 1179702, 1180490, '-', 'ycfZ'), ('90111216', 1180487, 1180948, '-', 'ymfA')]
203 	[('16129086', 1181006, 1182052, '-', 'potD'), ('16129087', 1182049, 1182843, '-', 'potC'), ('162135921', 1182840, 1183667, '-', 'potB'), ('16129089', 1183681, 1184817, '-', 'potA')]
204 	[('16129092', 1187539, 1188999, '-', 'phoQ'), ('16129093', 1188999, 1189670, '-', 'phoP')]
205 	[('16129094', 1189839, 1191209, '-', 'purB'), ('16129095', 1191213, 1191854, '-', 'hflD'), ('90111218', 1191890, 1192996, '-', 'mnmA')]
206 	[('16129097', 1193050, 1193511, '-', 'nudJ'), ('162135898', 1193521, 1194174, '-', 'rluE')]
207 	[('16129100', 1196090, 1196755, '-', 'ymfD'), ('16129101', 1196756, 1197460, '-', 'ymfE')]
208 	[('16129103', 1198902, 1200029, '-', 'intE'), ('16129104', 1200010, 1200255, '-', 'xisE')]
209 	[('90111222', 1202247, 1202447, '+', 'croE'), ('145698241', 1202491, 1203048, '+', 'ymfL'), ('16129111', 1203045, 1203383, '+', 'ymfM')]
210 	[('16129116', 1206136, 1206720, '+', 'ymfQ'), ('16129117', 1206724, 1207353, '+', 'stfP'), ('16129118', 1207355, 1207768, '+', 'tfaP')]
211 	[('16129127', 1215012, 1215248, '+', 'ycgZ'), ('16129128', 1215291, 1215563, '+', 'ymgA'), ('16129129', 1215592, 1215858, '+', 'ariR')]
212 	[('90111226', 1221528, 1221857, '-', 'ymgD'), ('288551664', 1221867, 1222211, '-', 'ymgG'), ('145698243', 1222213, 1222386, '-', 'ymgI')]
213 	[('16129137', 1223502, 1223768, '-', 'minE'), ('16129138', 1223772, 1224584, '-', 'minD'), ('16129139', 1224608, 1225303, '-', 'minC')]
214 	[('16129146', 1229990, 1230409, '+', 'umuD'), ('16129147', 1230409, 1231677, '+', 'umuC')]
215 	[('16129152', 1236794, 1238092, '+', 'dadA'), ('16129153', 1238102, 1239172, '+', 'dadX')]
216 	[('226524708', 1246919, 1248337, '-', 'dhaM'), ('16129162', 1248348, 1248980, '-', 'dhaL'), ('162135900', 1248991, 1250061, '-', 'dhaK')]
217 	[('16129171', 1261249, 1262100, '-', 'ispE'), ('16129172', 1262100, 1262723, '-', 'lolB')]
218 	[('16129173', 1262937, 1264193, '+', 'hemA'), ('16129174', 1264235, 1265317, '+', 'prfA'), ('16129175', 1265317, 1266150, '+', 'prmC'), ('16129176', 1266147, 1266539, '+', 'ychQ'), ('16129177', 1266543, 1267352, '+', 'ychA'), ('16129178', 1267388, 1268242, '+', 'kdsA')]
219 	[('16129184', 1274402, 1275052, '-', 'narL'), ('16129185', 1275045, 1276841, '-', 'narX')]
220 	[('16129187', 1279087, 1282830, '+', 'narG'), ('16129188', 1282827, 1284365, '+', 'narH'), ('16129189', 1284362, 1285072, '+', 'narJ'), ('16129190', 1285072, 1285749, '+', 'narI')]
221 	[('16129205', 1300923, 1301843, '+', 'oppB'), ('16129206', 1301858, 1302766, '+', 'oppC'), ('49176090', 1302778, 1303791, '+', 'oppD'), ('16129208', 1303788, 1304792, '+', 'oppF')]
222 	[('90111236', 1304845, 1305174, '-', 'yciU'), ('16129210', 1305209, 1306669, '-', 'cls')]
223 	[('16129215', 1310375, 1310914, '-', 'yciB'), ('16129216', 1310944, 1311687, '-', 'yciC')]
224 	[('16129218', 1312742, 1313248, '-', 'yciE'), ('16129219', 1313294, 1313794, '-', 'yciF')]
225 	[('16129221', 1314440, 1315246, '-', 'trpA'), ('16129222', 1315246, 1316439, '-', 'trpB'), ('90111239', 1316451, 1317809, '-', 'trpC'), ('16129224', 1317813, 1319408, '-', 'trpD'), ('16129225', 1319408, 1320970, '-', 'trpE')]
226 	[('16129227', 1321244, 1322125, '+', 'yciV'), ('162135901', 1322122, 1322742, '+', 'yciO'), ('16129229', 1322770, 1324665, '+', 'yciQ')]
227 	[('16129231', 1325791, 1326381, '-', 'btuR'), ('16129232', 1326378, 1327136, '-', 'yciK')]
228 	[('94541107', 1333184, 1333312, '+', 'ymiA'), ('145698251', 1333315, 1333482, '+', 'yciX')]
229 	[('16129240', 1338267, 1338575, '+', 'yciS'), ('16129241', 1338582, 1339751, '+', 'yciM')]
230 	[('16129242', 1339945, 1340682, '+', 'pyrF'), ('90111241', 1340682, 1341008, '+', 'yciH')]
231 	[('16129251', 1349852, 1350658, '-', 'sapF'), ('16129252', 1350660, 1351652, '-', 'sapD'), ('16129253', 1351652, 1352542, '-', 'sapC'), ('16129254', 1352529, 1353494, '-', 'sapB'), ('16129255', 1353491, 1355134, '-', 'sapA')]
232 	[('90111245', 1359144, 1359908, '+', 'puuD'), ('16129260', 1359935, 1360492, '+', 'puuR')]
233 	[('16129261', 1360767, 1362254, '+', 'puuC'), ('16129262', 1362256, 1363536, '+', 'puuB'), ('16129263', 1363574, 1364839, '+', 'puuE')]
234 	[('16129266', 1366825, 1367049, '+', 'pspB'), ('16129267', 1367049, 1367408, '+', 'pspC'), ('16129268', 1367417, 1367638, '+', 'pspD')]
235 	[('90111247', 1368240, 1369919, '+', 'ycjM'), ('16129271', 1369933, 1371225, '+', 'ycjN'), ('16129272', 1371246, 1372127, '+', 'ycjO'), ('16129273', 1372114, 1372956, '+', 'ycjP'), ('16129274', 1372987, 1374039, '+', 'ycjQ'), ('90111248', 1374058, 1374846, '+', 'ycjR'), ('16129276', 1374856, 1375911, '+', 'ycjS'), ('16129277', 1375908, 1378175, '+', 'ycjT'), ('16129278', 1378172, 1378831, '+', 'ycjU')]
236 	[('16129282', 1382141, 1383538, '+', 'ycjX'), ('16129283', 1383535, 1384596, '+', 'ycjF')]
237 	[('16129296', 1397745, 1398260, '-', 'ogt'), ('90111251', 1398271, 1399797, '-', 'abgT'), ('16129298', 1399834, 1401279, '-', 'abgB'), ('90111252', 1401279, 1402589, '-', 'abgA')]
238 	[('16129306', 1410024, 1411259, '-', 'intR'), ('90111254', 1411261, 1411476, '-', 'ydaQ')]
239 	[('16129308', 1411555, 1411764, '-', 'ydaC'), ('16129309', 1411757, 1411951, '-', 'ralR')]
240 	[('16129310', 1412008, 1412817, '-', 'recT'), ('16129311', 1412810, 1415410, '-', 'recE')]
241 	[('94541109', 1415862, 1416032, '-', 'ydaE'), ('90111255', 1416032, 1416253, '-', 'kilR')]
242 	[('94541091', 1417180, 1417335, '-', 'ydaF'), ('90111257', 1417346, 1417480, '-', 'ydaG')]
243 	[('16129318', 1418389, 1418685, '+', 'ydaS'), ('16129319', 1418708, 1419130, '+', 'ydaT'), ('16129320', 1419143, 1420000, '+', 'ydaU'), ('16129321', 1420007, 1420753, '+', 'ydaV')]
244 	[('90111261', 1427073, 1430435, '+', 'stfR'), ('16129334', 1430435, 1431010, '+', 'tfaR')]
245 	[('16129342', 1441075, 1443714, '+', 'ydbH'), ('16129343', 1443711, 1443896, '+', 'ynbE'), ('90111263', 1443904, 1444230, '+', 'ydbL')]
246 	[('16129349', 1451951, 1452880, '+', 'paaA'), ('16129350', 1452892, 1453179, '+', 'paaB'), ('16129351', 1453188, 1453934, '+', 'paaC'), ('226524712', 1453949, 1454446, '+', 'paaD'), ('16129353', 1454454, 1455524, '+', 'paaE'), ('16129354', 1455521, 1456288, '+', 'paaF'), ('16129355', 1456288, 1457076, '+', 'paaG'), ('16129356', 1457078, 1458505, '+', 'paaH'), ('16129357', 1458495, 1458917, '+', 'paaI'), ('16129358', 1458917, 1460122, '+', 'paaJ'), ('16129359', 1460149, 1461462, '+', 'paaK')]
247 	[('16129360', 1461563, 1462513, '+', 'paaX'), ('16129361', 1462495, 1463085, '+', 'paaY')]
248 	[('16129363', 1465945, 1466850, '-', 'insD'), ('145698254', 1466808, 1467173, '-', 'insC')]
249 	[('90111267', 1475645, 1476250, '+', 'ynbA'), ('16129370', 1476250, 1477146, '+', 'ynbB'), ('16129371', 1477162, 1478919, '+', 'ynbC'), ('16129372', 1478933, 1480225, '+', 'ynbD')]
250 	[('49176107', 1489946, 1490095, '-', 'hokB'), ('16129379', 1489986, 1490153, '-', 'mokB')]
251 	[('16129388', 1498597, 1499589, '+', 'tehA'), ('16129389', 1499586, 1500179, '+', 'tehB')]
252 	[('94541092', 1507310, 1507486, '+', 'hicA'), ('145698257', 1507532, 1507948, '+', 'hicB')]
253 	[('16129399', 1509678, 1510823, '+', 'ydcS'), ('16129400', 1510841, 1511854, '+', 'ydcT'), ('16129401', 1511855, 1512796, '+', 'ydcU'), ('16129402', 1512786, 1513580, '+', 'ydcV'), ('16129403', 1513602, 1515026, '+', 'prr')]
254 	[('16129406', 1515906, 1516355, '-', 'ydcZ'), ('16129407', 1516352, 1516870, '-', 'yncA')]
255 	[('16129424', 1533961, 1534641, '-', 'narV'), ('16129425', 1534638, 1535333, '-', 'narW'), ('16129426', 1535333, 1536877, '-', 'narY'), ('16129427', 1536874, 1540614, '-', 'narZ')]
256 	[('16129433', 1545425, 1548472, '+', 'fdnG'), ('16129434', 1548485, 1549369, '+', 'fdnH'), ('16129435', 1549362, 1550015, '+', 'fdnI')]
257 	[('16129442', 1555136, 1556062, '-', 'ddpF'), ('16129443', 1556055, 1557041, '-', 'ddpD'), ('16129444', 1557038, 1557934, '-', 'ddpC'), ('16129445', 1557931, 1558953, '-', 'ddpB'), ('16129446', 1558955, 1560505, '-', 'ddpA'), ('16129447', 1560519, 1561100, '-', 'ddpX')]
258 	[('162135902', 1561358, 1563757, '-', 'dosP'), ('145698262', 1563782, 1565164, '-', 'dosC')]
259 	[('16129453', 1570431, 1573226, '-', 'pqqL'), ('16129454', 1573271, 1575643, '-', 'yddB'), ('16129455', 1575681, 1577366, '-', 'yddA')]
260 	[('16129462', 1585817, 1586320, '-', 'ydeR'), ('16129463', 1586333, 1586863, '-', 'ydeS')]
261 	[('16129466', 1588878, 1590200, '-', 'hipA'), ('16129467', 1590200, 1590466, '-', 'hipB')]
262 	[('16129472', 1599514, 1601049, '+', 'lsrA'), ('16129473', 1601043, 1602071, '+', 'lsrC'), ('16129474', 1602071, 1603063, '+', 'lsrD'), ('16129475', 1603075, 1604097, '+', 'lsrB'), ('16129476', 1604124, 1604999, '+', 'lsrF'), ('16129477', 1605023, 1605313, '+', 'lsrG')]
263 	[('16129482', 1609990, 1610349, '-', 'yneG'), ('16129483', 1610349, 1611275, '-', 'yneH')]
264 	[('90111289', 1617144, 1617578, '+', 'marR'), ('90111290', 1617598, 1617981, '+', 'marA'), ('16129491', 1618013, 1618231, '+', 'marB')]
265 	[('16129505', 1632334, 1632909, '-', 'tfaQ'), ('16129506', 1632909, 1633871, '-', 'stfQ')]
266 	[('16129512', 1637054, 1637551, '-', 'rzpQ'), ('226524715', 1637104, 1637358, '-', 'rzoQ')]
267 	[('16129513', 1637548, 1638081, '-', 'rrrQ'), ('16129514', 1638078, 1638389, '-', 'ydfR'), ('90111295', 1638394, 1638609, '-', 'essQ')]
268 	[('90111296', 1640513, 1641265, '-', 'quuQ'), ('226524716', 1641279, 1642328, '-', 'ydfU')]
269 	[('16129522', 1643370, 1643657, '-', 'relE'), ('16129523', 1643657, 1643896, '-', 'relB')]
270 	[('16129530', 1646532, 1646687, '+', 'ydfA'), ('90111298', 1646689, 1646817, '+', 'ydfB'), ('16129532', 1646847, 1647065, '+', 'ydfC')]
271 	[('16129533', 1647633, 1647821, '+', 'dicB'), ('16129534', 1647818, 1648009, '+', 'ydfD')]
272 	[('16129538', 1650920, 1651939, '-', 'rspB'), ('16129539', 1651951, 1653165, '-', 'rspA')]
273 	[('16129541', 1653832, 1654173, '+', 'ynfB'), ('16129542', 1654208, 1654768, '+', 'speG')]
274 	[('171701681', 1658580, 1661003, '+', 'ynfF'), ('16129547', 1661014, 1661631, '+', 'ynfG'), ('16129548', 1661633, 1662487, '+', 'ynfH'), ('90111302', 1662530, 1663144, '+', 'dmsD')]
275 	[('16129557', 1670844, 1671173, '-', 'mdtI'), ('16129558', 1671160, 1671525, '-', 'mdtJ')]
276 	[('16129560', 1672996, 1674384, '-', 'pntB'), ('16129561', 1674395, 1675927, '-', 'pntA')]
277 	[('16129563', 1677581, 1678963, '+', 'ydgI'), ('16129564', 1679000, 1679722, '+', 'folM')]
278 	[('145698268', 1680183, 1680902, '+', 'rstA'), ('16129567', 1680906, 1682207, '+', 'rstB')]
279 	[('90111306', 1689610, 1690875, '-', 'uidC'), ('16129574', 1690914, 1692287, '-', 'uidB'), ('16129575', 1692284, 1694095, '-', 'uidA')]
280 	[('16129579', 1697379, 1698971, '+', 'malX'), ('16129580', 1698981, 1700153, '+', 'malY')]
281 	[('16129585', 1703791, 1704372, '+', 'rsxA'), ('16129586', 1704372, 1704950, '+', 'rsxB'), ('16129587', 1704943, 1707165, '+', 'rsxC'), ('16129588', 1707166, 1708224, '+', 'rsxD'), ('16129589', 1708228, 1708848, '+', 'rsxG'), ('16129590', 1708852, 1709547, '+', 'rsxE'), ('16129591', 1709547, 1710182, '+', 'nth')]
282 	[('16129601', 1719049, 1719285, '+', 'ydhI'), ('90111311', 1719288, 1720145, '+', 'ydhJ'), ('16129603', 1720145, 1722157, '+', 'ydhK')]
283 	[('49176131', 1722760, 1723656, '-', 'ydhF'), ('90111312', 1723705, 1723944, '-', 'ydhL')]
284 	[('145698269', 1724047, 1724646, '+', 'nemR'), ('16129608', 1724683, 1725780, '+', 'nemA')]
285 	[('16129625', 1746771, 1747583, '-', 'ydhT'), ('16129626', 1747587, 1748372, '-', 'ydhU'), ('226524717', 1748369, 1749037, '-', 'ydhX')]
286 	[('16129628', 1749101, 1749748, '-', 'ydhW'), ('16129629', 1749752, 1751854, '-', 'ydhV'), ('16129630', 1751875, 1752501, '-', 'ydhY')]
287 	[('16129635', 1756898, 1757314, '-', 'sufE'), ('16129636', 1757327, 1758547, '-', 'sufS'), ('16129637', 1758544, 1759815, '-', 'sufD'), ('16129638', 1759790, 1760536, '-', 'sufC'), ('90111315', 1760546, 1762033, '-', 'sufB'), ('16129640', 1762042, 1762410, '-', 'sufA')]
288 	[('16129642', 1763246, 1763656, '-', 'ydiI'), ('16129643', 1763653, 1766709, '-', 'ydiJ')]
289 	[('226524719', 1770536, 1771801, '+', 'ydiN'), ('16129648', 1771813, 1772679, '+', 'ydiB'), ('16129649', 1772710, 1773468, '+', 'aroD')]
290 	[('16129650', 1773611, 1775206, '+', 'ydiF'), ('90111318', 1775220, 1776371, '+', 'ydiO')]
291 	[('16129653', 1777641, 1778405, '+', 'ydiQ'), ('16129654', 1778425, 1779363, '+', 'ydiR')]
292 	[('16129655', 1779419, 1780708, '+', 'ydiS'), ('16129656', 1780705, 1780998, '+', 'ydiT')]
293 	[('16129665', 1790833, 1791582, '-', 'btuD'), ('16129666', 1791582, 1792133, '-', 'btuE')]
294 	[('16129668', 1793277, 1793576, '-', 'ihfA'), ('16129669', 1793581, 1795968, '-', 'pheT'), ('16129670', 1795983, 1796966, '-', 'pheS')]
295 	[('16129674', 1798120, 1798662, '-', 'infC'), ('16129675', 1798666, 1800594, '-', 'thrS')]
296 	[('16129687', 1814410, 1815159, '-', 'chbG'), ('16129688', 1815172, 1816524, '-', 'chbF')]
297 	[('16129689', 1816629, 1817471, '-', 'chbR'), ('16129690', 1817479, 1817829, '-', 'chbA')]
298 	[('16129698', 1823979, 1824947, '-', 'astE'), ('16129699', 1824940, 1826283, '-', 'astB'), ('16129700', 1826280, 1827758, '-', 'astD'), ('16129701', 1827755, 1828789, '-', 'astA'), ('16129702', 1828786, 1830006, '-', 'astC')]
299 	[('90111321', 1831425, 1832135, '+', 'ydjX'), ('90111322', 1832140, 1832817, '+', 'ydjY'), ('16129706', 1832832, 1833539, '+', 'ydjZ'), ('16129707', 1833539, 1834087, '+', 'ynjA'), ('90111323', 1834097, 1835263, '+', 'ynjB'), ('145698277', 1835236, 1836771, '+', 'ynjC'), ('16129710', 1836771, 1837424, '+', 'ynjD')]
300 	[('16129717', 1843023, 1844984, '-', 'topB'), ('16129718', 1844989, 1846032, '-', 'selD')]
301 	[('16129721', 1848884, 1849900, '+', 'ansA'), ('90111327', 1849911, 1850552, '+', 'pncA')]
302 	[('16129725', 1853015, 1853995, '-', 'ydjG'), ('90111328', 1854005, 1854952, '-', 'ydjH'), ('16129727', 1854957, 1855793, '-', 'ydjI'), ('16129728', 1855814, 1856857, '-', 'ydjJ'), ('16129729', 1856874, 1858253, '-', 'ydjK'), ('16129730', 1858280, 1859356, '-', 'ydjL')]
303 	[('90111329', 1859726, 1859998, '-', 'yeaC'), ('16129732', 1860040, 1860453, '-', 'msrB')]
304 	[('90111331', 1870065, 1871555, '+', 'yeaJ'), ('16129741', 1871598, 1872101, '+', 'yeaK')]
305 	[('90111334', 1875739, 1876764, '+', 'yeaP'), ('226524722', 1876797, 1876895, '+', 'yoaK'), ('226524723', 1876898, 1876972, '+', 'yoaJ')]
306 	[('16129750', 1877427, 1877609, '-', 'yoaG'), ('16129751', 1877613, 1877972, '-', 'yeaR')]
307 	[('16129755', 1881212, 1882657, '+', 'yeaV'), ('16129756', 1882689, 1883813, '+', 'yeaW')]
308 	[('16129760', 1887975, 1888556, '-', 'yeaY'), ('16129761', 1888596, 1889291, '-', 'yeaZ')]
309 	[('16129766', 1892829, 1894190, '+', 'pabB'), ('16129767', 1894194, 1894772, '+', 'nudL')]
310 	[('16129772', 1901106, 1901906, '+', 'manY'), ('345452720', 1901919, 1902770, '+', 'manZ')]
311 	[('16129777', 1905250, 1905459, '-', 'cspC'), ('16129778', 1905472, 1905615, '-', 'yobF')]
312 	[('16129784', 1910792, 1912840, '-', 'prc'), ('49176156', 1912860, 1913558, '-', 'proQ')]
313 	[('16129786', 1914282, 1915565, '+', 'yebS'), ('90111340', 1915534, 1918167, '+', 'yebT')]
314 	[('16129792', 1921389, 1921730, '-', 'yebY'), ('16129793', 1921743, 1922615, '-', 'yebZ'), ('16129794', 1922619, 1922993, '-', 'yobA')]
315 	[('16129796', 1923464, 1924120, '+', 'yobB'), ('16129797', 1924144, 1924806, '+', 'exoX')]
316 	[('16129803', 1930139, 1930780, '-', 'eda'), ('16129804', 1930817, 1932628, '-', 'edd')]
317 	[('90111345', 1938337, 1939659, '-', 'yebA'), ('90111346', 1939675, 1940607, '-', 'znuA')]
318 	[('16129811', 1940686, 1941441, '+', 'znuC'), ('16129812', 1941438, 1942223, '+', 'znuB')]
319 	[('16129813', 1942370, 1943380, '-', 'ruvB'), ('16129814', 1943389, 1944000, '-', 'ruvA')]
320 	[('16129816', 1944879, 1945400, '-', 'ruvC'), ('16129817', 1945435, 1946175, '-', 'yebC'), ('16129818', 1946204, 1946656, '-', 'nudB')]
321 	[('90111348', 1948856, 1949422, '+', 'yecD'), ('16129821', 1949419, 1950237, '+', 'yecE')]
322 	[('90111349', 1950290, 1950685, '+', 'yecN'), ('16129823', 1950726, 1951469, '+', 'cmoA'), ('16129824', 1951466, 1952437, '+', 'cmoB')]
323 	[('90111350', 1952602, 1955031, '-', 'torZ'), ('16129826', 1955056, 1956156, '-', 'torY')]
324 	[('90111351', 1956544, 1957290, '-', 'cutC'), ('90111352', 1957304, 1957870, '-', 'yecM')]
325 	[('16129830', 1960604, 1960996, '-', 'flhE'), ('16129831', 1960996, 1963074, '-', 'flhA'), ('16129832', 1963067, 1964215, '-', 'flhB')]
326 	[('16129833', 1964417, 1965061, '-', 'cheZ'), ('16129834', 1965072, 1965461, '-', 'cheY'), ('16129835', 1965476, 1966525, '-', 'cheB'), ('16129836', 1966528, 1967388, '-', 'cheR'), ('16129837', 1967407, 1969008, '-', 'tap'), ('16129838', 1969054, 1970715, '-', 'tar')]
327 	[('16129839', 1970860, 1971363, '-', 'cheW'), ('16129840', 1971384, 1973348, '-', 'cheA'), ('16129841', 1973353, 1974279, '-', 'motB'), ('16129842', 1974276, 1975163, '-', 'motA')]
328 	[('16129843', 1975290, 1975868, '-', 'flhC'), ('145698279', 1975871, 1976221, '-', 'flhD')]
329 	[('16129845', 1976542, 1977045, '-', 'insB'), ('16129846', 1976964, 1977239, '-', 'insA')]
330 	[('16129848', 1978212, 1979636, '-', 'otsA'), ('16129849', 1979611, 1980411, '-', 'otsB')]
331 	[('145698280', 1980578, 1981564, '-', 'araH'), ('16129850', 1981579, 1983093, '-', 'araG')]
332 	[('90111354', 1990898, 1992730, '-', 'uvrC'), ('16129861', 1992727, 1993383, '-', 'uvrY')]
333 	[('16129864', 1995086, 1995838, '-', 'yecC'), ('16129865', 1995835, 1996503, '-', 'yecS'), ('90111355', 1996518, 1997504, '-', 'dcyD')]
334 	[('90111356', 1998497, 1999048, '-', 'fliZ'), ('49176170', 1999094, 1999813, '-', 'fliA')]
335 	[('16129871', 2001896, 2003302, '+', 'fliD'), ('16129872', 2003327, 2003737, '+', 'fliS'), ('16129873', 2003737, 2004102, '+', 'fliT')]
336 	[('16129876', 2006301, 2007506, '+', 'yedE'), ('16129877', 2007503, 2007736, '+', 'yedF')]
337 	[('16129885', 2011253, 2012911, '+', 'fliF'), ('16129886', 2012904, 2013899, '+', 'fliG'), ('90111357', 2013892, 2014578, '+', 'fliH'), ('16129888', 2014578, 2015951, '+', 'fliI'), ('16129889', 2015970, 2016413, '+', 'fliJ'), ('16129890', 2016410, 2017537, '+', 'fliK')]
338 	[('16129891', 2017642, 2018106, '+', 'fliL'), ('16129892', 2018111, 2019115, '+', 'fliM'), ('16129893', 2019112, 2019525, '+', 'fliN'), ('90111358', 2019528, 2019893, '+', 'fliO'), ('16129895', 2019893, 2020630, '+', 'fliP'), ('16129896', 2020640, 2020909, '+', 'fliQ'), ('16129897', 2020917, 2021702, '+', 'fliR')]
339 	[('16129906', 2028472, 2028942, '-', 'vsr'), ('16129907', 2028923, 2030341, '-', 'dcm')]
340 	[('16129908', 2030408, 2031103, '-', 'yedJ'), ('90111361', 2031143, 2031508, '-', 'yedR')]
341 	[('16129914', 2034818, 2036176, '-', 'yedV'), ('90111362', 2036176, 2036847, '-', 'yedW')]
342 	[('16129917', 2037502, 2038506, '+', 'yedY'), ('16129918', 2038507, 2039142, '+', 'yedZ')]
343 	[('16129932', 2061412, 2062491, '-', 'cobT'), ('16129933', 2062503, 2063246, '-', 'cobS'), ('16129934', 2063243, 2063788, '-', 'cobU')]
344 	[('16129937', 2066976, 2067881, '-', 'insD'), ('145698282', 2067839, 2068204, '-', 'insC')]
345 	[('90111368', 2072803, 2074335, '+', 'yeeR'), ('16129943', 2074332, 2074778, '+', 'yeeS')]
346 	[('16129953', 2082250, 2082477, '-', 'yeeD'), ('16129954', 2082491, 2083549, '-', 'yeeE')]
347 	[('90111370', 2083728, 2085086, '-', 'plaP'), ('226524728', 2085076, 2085138, '-', 'yoeI')]
348 	[('90111371', 2085353, 2086282, '-', 'yeeY'), ('16129957', 2086328, 2087152, '-', 'yeeZ')]
349 	[('94541116', 2087235, 2087489, '-', 'yoeB'), ('90111372', 2087486, 2087737, '-', 'yefM')]
350 	[('16129960', 2088216, 2089115, '+', 'hisG'), ('16129961', 2089121, 2090425, '+', 'hisD'), ('16129962', 2090422, 2091492, '+', 'hisC'), ('90111373', 2091492, 2092559, '+', 'hisB'), ('16129964', 2092559, 2093149, '+', 'hisH'), ('90111374', 2093149, 2093886, '+', 'hisA'), ('16129966', 2093868, 2094644, '+', 'hisF'), ('16129967', 2094638, 2095249, '+', 'hisI')]
351 	[('16129972', 2101415, 2102533, '-', 'wbbK'), ('16129973', 2102518, 2103108, '-', 'wbbJ'), ('16129974', 2103089, 2104081, '-', 'wbbI'), ('16129975', 2104084, 2105250, '-', 'rfc'), ('16129976', 2105250, 2106353, '-', 'glf'), ('16129977', 2106361, 2107608, '-', 'rfbX'), ('16129978', 2107605, 2108162, '-', 'rfbC'), ('16129979', 2108162, 2109043, '-', 'rfbA')]
352 	[('16129980', 2109101, 2110000, '-', 'rfbD'), ('16129981', 2110000, 2111085, '-', 'rfbB')]
353 	[('16129983', 2112526, 2113920, '-', 'wcaM'), ('16129984', 2113931, 2115151, '-', 'wcaL'), ('16129985', 2115148, 2116428, '-', 'wcaK')]
354 	[('16129986', 2116704, 2118182, '-', 'wzxC'), ('16129987', 2118184, 2119578, '-', 'wcaJ')]
355 	[('16129989', 2121108, 2122544, '-', 'cpsB'), ('16129990', 2122547, 2123770, '-', 'wcaI'), ('90111376', 2123767, 2124246, '-', 'gmm'), ('16129992', 2124249, 2125214, '-', 'fcl'), ('16129993', 2125217, 2126338, '-', 'gmd'), ('16129994', 2126364, 2126912, '-', 'wcaF'), ('16129995', 2126928, 2127674, '-', 'wcaE'), ('16129996', 2127685, 2128902, '-', 'wcaD'), ('16129997', 2128877, 2130094, '-', 'wcaC'), ('16129998', 2130091, 2130579, '-', 'wcaB'), ('16129999', 2130582, 2131421, '-', 'wcaA')]
356 	[('90111377', 2131514, 2133676, '-', 'wzc'), ('16130001', 2133679, 2134122, '-', 'wzb'), ('16130002', 2134128, 2135267, '-', 'wza')]
357 	[('16130004', 2137783, 2139636, '-', 'asmA'), ('16130005', 2139658, 2140239, '-', 'dcd')]
358 	[('16130012', 2149735, 2150496, '-', 'yegK'), ('16130013', 2150493, 2151152, '-', 'yegL')]
359 	[('90111381', 2152040, 2153287, '+', 'mdtA'), ('16130015', 2153287, 2156409, '+', 'mdtB'), ('16130016', 2156410, 2159487, '+', 'mdtC'), ('16130017', 2159488, 2160903, '+', 'mdtD'), ('16130018', 2160900, 2162303, '+', 'baeS'), ('16130019', 2162300, 2163022, '+', 'baeR')]
360 	[('226524731', 2168260, 2168559, '+', 'insE'), ('16130028', 2168556, 2169422, '+', 'insF')]
361 	[('16130029', 2169857, 2170897, '-', 'gatD'), ('16130030', 2170945, 2172300, '-', 'gatC'), ('16130031', 2172304, 2172588, '-', 'gatB'), ('16130032', 2172619, 2173071, '-', 'gatA'), ('16130033', 2173081, 2174343, '-', 'gatZ'), ('90111384', 2174372, 2175226, '-', 'gatY')]
