#Operon 	Genes in Operon
192 	[('16078109', 1119162, 1120631, '-', 'yhjB'), ('16078110', 1120628, 1120828, '-', 'yhjC')]
193 	[('16078112', 1121550, 1122173, '+', 'yhjE'), ('16078113', 1122175, 1122681, '+', 'sipV')]
194 	[('255767240', 1126400, 1127452, '-', 'ntdC'), ('255767241', 1127466, 1128314, '-', 'ntdB'), ('16078119', 1128286, 1129611, '-', 'ntdA')]
195 	[('255767242', 1136320, 1139820, '+', 'addB'), ('255767243', 1139807, 1143505, '+', 'addA')]
196 	[('255767244', 1143577, 1144752, '+', 'sbcD'), ('255767245', 1144749, 1148141, '+', 'sbcC'), ('16078130', 1148155, 1148457, '+', 'yisB')]
197 	[('16078131', 1148494, 1148721, '-', 'gerPF'), ('16078132', 1148744, 1149145, '-', 'gerPE'), ('16078133', 1149145, 1149321, '-', 'gerPD'), ('16078134', 1149318, 1149935, '-', 'gerPC'), ('16078135', 1149958, 1150200, '-', 'gerPB'), ('16078136', 1150206, 1150427, '-', 'gerPA')]
198 	[('16078146', 1162267, 1163130, '+', 'yisR'), ('16078147', 1163148, 1164161, '+', 'degA')]
199 	[('16078155', 1169877, 1170476, '-', 'yisZ'), ('50812214', 1170473, 1171642, '-', 'sat')]
200 	[('16078158', 1172650, 1173336, '+', 'yitC'), ('16078159', 1173333, 1174091, '+', 'yitD')]
201 	[('16078161', 1174861, 1175976, '-', 'yitF'), ('16078162', 1175985, 1177253, '-', 'yitG')]
202 	[('16078163', 1177365, 1178213, '-', 'yitH'), ('16078164', 1178218, 1178682, '-', 'yitI')]
203 	[('16078168', 1182448, 1183032, '-', 'yitM'), ('255767246', 1183029, 1183958, '-', 'yitO'), ('16078171', 1183943, 1184479, '-', 'yitP')]
204 	[('255767247', 1184657, 1185004, '+', 'yizB'), ('255767248', 1185001, 1185588, '+', 'yitQ'), ('16078173', 1185608, 1185901, '+', 'yitR')]
205 	[('255767250', 1192858, 1194288, '+', 'yitY'), ('16078183', 1194333, 1194827, '+', 'yitZ')]
206 	[('255767251', 1195034, 1196071, '+', 'argC'), ('255767252', 1196091, 1197311, '+', 'argJ'), ('16078186', 1197326, 1198102, '+', 'argB'), ('255767253', 1198099, 1199256, '+', 'argD')]
207 	[('255767254', 1199327, 1200388, '+', 'carA'), ('255767255', 1200381, 1203473, '+', 'carB'), ('16078190', 1203461, 1204420, '+', 'argF')]
208 	[('50812218', 1206629, 1207582, '+', 'med'), ('16078196', 1207597, 1207788, '+', 'comZ')]
209 	[('16078198', 1208222, 1209160, '+', 'fabHA'), ('16078199', 1209183, 1210424, '+', 'fabF')]
210 	[('16078201', 1211477, 1212463, '+', 'appD'), ('255767257', 1212460, 1213449, '+', 'appF')]
211 	[('255767258', 1215243, 1216193, '+', 'appB'), ('16078205', 1216210, 1217121, '+', 'appC')]
212 	[('16078209', 1221594, 1222529, '+', 'oppB'), ('16078210', 1222533, 1223450, '+', 'oppC'), ('16078211', 1223455, 1224531, '+', 'oppD'), ('16078212', 1224533, 1225450, '+', 'oppF')]
213 	[('16078218', 1229915, 1231036, '+', 'coiA'), ('255767260', 1231083, 1233095, '+', 'pepF')]
214 	[('255767262', 1233614, 1234513, '-', 'yjbH'), ('16078221', 1234510, 1234908, '-', 'yjbI')]
215 	[('16078224', 1236609, 1236977, '+', 'yjbL'), ('16078225', 1237006, 1237641, '+', 'yjbM'), ('16078226', 1237660, 1238460, '+', 'ppnK')]
216 	[('16078230', 1242449, 1243159, '+', 'tenA'), ('16078231', 1243134, 1243751, '+', 'tenI'), ('16078232', 1243735, 1244844, '+', 'thiO'), ('16078233', 1244844, 1245044, '+', 'thiS'), ('16078234', 1245041, 1245811, '+', 'thiG'), ('16078235', 1245808, 1246818, '+', 'thiF'), ('16078236', 1246837, 1247652, '+', 'yjbV')]
217 	[('16078242', 1251273, 1251590, '-', 'cotW'), ('16078243', 1251631, 1252017, '-', 'cotV')]
218 	[('16078249', 1256436, 1256858, '-', 'yjcF'), ('16078250', 1256862, 1257377, '-', 'yjcG'), ('16078251', 1257414, 1258136, '-', 'yjcH')]
219 	[('16078252', 1258492, 1259613, '+', 'yjcI'), ('16078253', 1259606, 1260778, '+', 'yjcJ')]
220 	[('255767268', 1265530, 1265661, '+', 'yjzF'), ('255767269', 1265677, 1265850, '+', 'yjzG'), ('16078258', 1265887, 1266348, '+', 'yjcO')]
221 	[('16078259', 1266614, 1267117, '+', 'yjcP'), ('16078260', 1267129, 1267413, '+', 'yjcQ')]
222 	[('255767271', 1272725, 1274677, '+', 'manP'), ('16078267', 1274692, 1275639, '+', 'manA')]
223 	[('16078281', 1285591, 1288548, '+', 'yjgC'), ('16078282', 1288541, 1289101, '+', 'yjgD')]
224 	[('16078286', 1291344, 1292534, '+', 'yjiB'), ('16078287', 1292557, 1293735, '+', 'yjiC')]
225 	[('16078289', 1294996, 1295748, '-', 'yjkA'), ('16078290', 1295748, 1296500, '-', 'yjkB')]
226 	[('16078293', 1298612, 1299034, '+', 'rex'), ('16078294', 1299074, 1300252, '+', 'ndh')]
227 	[('16078297', 1303423, 1304436, '+', 'yjmC'), ('16078298', 1304442, 1305461, '+', 'yjmD'), ('16078299', 1305486, 1306565, '+', 'uxuA'), ('16078300', 1306562, 1307398, '+', 'yjmF'), ('16078301', 1307446, 1308714, '+', 'exuT')]
228 	[('16078303', 1309880, 1311322, '+', 'uxaB'), ('255767278', 1311319, 1312812, '+', 'uxaA')]
229 	[('16078308', 1315869, 1317005, '+', 'rapA'), ('16078309', 1316995, 1317129, '+', 'phrA')]
230 	[('255767282', 1321848, 1322027, '+', 'yjzJ'), ('255767283', 1322014, 1322850, '+', 'xkdB'), ('255767284', 1322750, 1323550, '+', 'xkdC'), ('255767285', 1323550, 1323717, '+', 'ykzK')]
231 	[('16078319', 1323802, 1324152, '+', 'xkdD'), ('16078320', 1324149, 1324355, '+', 'xtrA')]
232 	[('16078322', 1325096, 1325893, '+', 'xtmA'), ('16078323', 1325890, 1327191, '+', 'xtmB'), ('255767286', 1327195, 1328682, '+', 'xkdE'), ('255767287', 1328702, 1329529, '+', 'xkdF'), ('16078326', 1329555, 1330490, '+', 'xkdG'), ('255767288', 1330512, 1330895, '+', 'ykzL'), ('16078327', 1330892, 1331248, '+', 'xkdH'), ('16078328', 1331245, 1331730, '+', 'xkdI'), ('16078329', 1331743, 1332183, '+', 'xkdJ'), ('255767289', 1332187, 1332405, '+', 'ykzM'), ('255767290', 1332402, 1333802, '+', 'xkdK'), ('16078331', 1333804, 1334247, '+', 'xkdM')]
233 	[('255767291', 1334339, 1334785, '+', 'xkdN'), ('255767292', 1334815, 1334964, '+', 'xkzB'), ('255767293', 1334966, 1338964, '+', 'xkdO'), ('255767294', 1338957, 1339616, '+', 'xkdP'), ('16078335', 1339632, 1340609, '+', 'xkdQ'), ('16078336', 1340609, 1340875, '+', 'xkdR')]
234 	[('16078337', 1340932, 1341357, '+', 'xkdS'), ('16078338', 1341350, 1342396, '+', 'xkdT'), ('16078339', 1342380, 1342958, '+', 'xkdU'), ('255767295', 1342955, 1343227, '+', 'xkzA'), ('16078340', 1343230, 1345293, '+', 'xkdV'), ('16078341', 1345305, 1345634, '+', 'xkdW'), ('16078342', 1345631, 1345795, '+', 'xkdX'), ('255767296', 1345839, 1346678, '+', 'xepA')]
235 	[('16078344', 1346731, 1347000, '+', 'xhlA'), ('16078345', 1347013, 1347276, '+', 'xhlB'), ('16078346', 1347289, 1348182, '+', 'xlyA')]
236 	[('16078347', 1348442, 1348612, '-', 'spoIISB'), ('16078348', 1348612, 1349358, '-', 'spoIISA')]
237 	[('255767297', 1349468, 1350469, '-', 'pit'), ('16078350', 1350482, 1351099, '-', 'ykaA')]
238 	[('255767298', 1354285, 1356435, '+', 'ykcB'), ('255767299', 1356447, 1357418, '+', 'ykcC')]
239 	[('255767301', 1360401, 1361225, '+', 'dppA'), ('16078358', 1361242, 1362168, '+', 'dppB'), ('16078359', 1362174, 1363136, '+', 'dppC'), ('16078360', 1363141, 1364148, '+', 'dppD'), ('255767302', 1364151, 1365800, '+', 'dppE')]
240 	[('255767303', 1365888, 1366847, '+', 'ykfA'), ('16078363', 1366844, 1367944, '+', 'ykfB'), ('255767304', 1367941, 1368831, '+', 'ykfC'), ('255767305', 1368844, 1369833, '+', 'ykfD')]
241 	[('16078372', 1375260, 1375787, '+', 'ykkA'), ('16078373', 1375777, 1376295, '+', 'ykkB')]
242 	[('16078374', 1376517, 1376855, '+', 'ykkC'), ('16078375', 1376855, 1377172, '+', 'ykkD')]
243 	[('255767308', 1378496, 1379593, '+', 'proB'), ('255767309', 1379605, 1380852, '+', 'proA')]
244 	[('16078381', 1382020, 1382430, '+', 'ohrB'), ('255767310', 1382457, 1382627, '+', 'ykzN')]
245 	[('16078386', 1388070, 1388834, '-', 'thiX'), ('255767312', 1388809, 1390452, '-', 'thiW'), ('255767313', 1390439, 1391038, '-', 'thiV'), ('16078389', 1391040, 1391642, '-', 'thiU')]
246 	[('16078390', 1391953, 1392639, '+', 'ykoG'), ('16078391', 1392643, 1394007, '+', 'ykoH'), ('16078392', 1394004, 1394684, '+', 'ykoI')]
247 	[('16078403', 1401772, 1403466, '+', 'ykoS'), ('16078404', 1403479, 1404492, '+', 'ykoT')]
248 	[('16078405', 1404518, 1406353, '-', 'ligD'), ('16078406', 1406357, 1407292, '-', 'ykoV'), ('50812223', 1407329, 1409578, '-', 'ykoW')]
249 	[('16078409', 1411892, 1412647, '+', 'sigI'), ('16078410', 1412644, 1413789, '+', 'rsgI')]
250 	[('255767316', 1417561, 1417716, '+', 'ykzP'), ('16078415', 1417719, 1417895, '+', 'ykzE')]
251 	[('16078417', 1419213, 1421429, '+', 'kinE'), ('16078418', 1421426, 1421923, '+', 'ogt')]
252 	[('16078419', 1422172, 1423233, '-', 'mtnA'), ('16078420', 1423241, 1424440, '-', 'mtnK')]
253 	[('16078423', 1427034, 1428278, '+', 'mtnW'), ('16078424', 1428275, 1428982, '+', 'mtnX'), ('16078425', 1428940, 1429569, '+', 'mtnB'), ('16078426', 1429584, 1430120, '+', 'mtnD')]
254 	[('16078432', 1433676, 1434461, '-', 'motB'), ('16078433', 1434433, 1435245, '-', 'motA')]
255 	[('16078436', 1439448, 1440107, '+', 'queC'), ('16078437', 1440100, 1440549, '+', 'queD'), ('16078438', 1440542, 1441273, '+', 'queE'), ('16078439', 1441291, 1441788, '+', 'ykvM')]
256 	[('16078442', 1444099, 1445298, '+', 'ykvP'), ('255767317', 1445314, 1445541, '+', 'ykzQ')]
257 	[('16078443', 1445638, 1446336, '+', 'ykvQ'), ('255767318', 1446317, 1446568, '+', 'ykzR')]
258 	[('16078454', 1459384, 1459650, '+', 'ptsH'), ('50812224', 1459650, 1461362, '+', 'ptsI')]
259 	[('16078479', 1487038, 1487514, '+', 'ykuN'), ('16078480', 1487504, 1488397, '+', 'ykuO'), ('255767331', 1488413, 1488868, '+', 'ykuP')]
260 	[('16078491', 1496155, 1497174, '+', 'moeB'), ('16078492', 1497192, 1498484, '+', 'moeA'), ('16078493', 1498445, 1498966, '+', 'mobB'), ('16078494', 1498966, 1499439, '+', 'moaE'), ('16078495', 1499432, 1499665, '+', 'moaD')]
261 	[('16078496', 1499889, 1501646, '+', 'yknU'), ('16078497', 1501658, 1503472, '+', 'yknV')]
262 	[('16078498', 1503582, 1504277, '+', 'yknW'), ('16078499', 1504282, 1505415, '+', 'yknX'), ('16078500', 1505416, 1506108, '+', 'yknY'), ('16078501', 1506105, 1507298, '+', 'yknZ')]
263 	[('16078502', 1507578, 1508333, '+', 'fruR'), ('16078503', 1508330, 1509241, '+', 'fruK'), ('16078504', 1509256, 1511163, '+', 'fruA')]
264 	[('16078513', 1518333, 1519619, '+', 'kinC'), ('16078514', 1519635, 1520468, '+', 'ykqA')]
265 	[('16078517', 1523118, 1524785, '-', 'rnjA'), ('16078518', 1524791, 1525000, '-', 'ykzG')]
266 	[('16078522', 1528326, 1529441, '+', 'pdhA'), ('16078523', 1529445, 1530422, '+', 'pdhB')]
267 	[('16078524', 1530537, 1531865, '+', 'pdhC'), ('16078525', 1531870, 1533282, '+', 'pdhD')]
268 	[('16078531', 1537441, 1538238, '+', 'suhB'), ('16078532', 1538264, 1538692, '+', 'ykzC')]
269 	[('16078535', 1541886, 1543826, '+', 'ylaA'), ('16078536', 1543816, 1544085, '+', 'ylaB'), ('16078537', 1544085, 1544606, '+', 'ylaC'), ('16078538', 1544603, 1544896, '+', 'ylaD')]
270 	[('16078553', 1560466, 1561536, '+', 'ctaC'), ('255767339', 1561569, 1563437, '+', 'ctaD'), ('16078555', 1563437, 1564060, '+', 'ctaE'), ('16078556', 1564063, 1564395, '+', 'ctaF'), ('16078557', 1564422, 1565315, '+', 'ctaG')]
271 	[('16078561', 1567651, 1568049, '+', 'ylbD'), ('16078562', 1568065, 1568304, '+', 'ylbE')]
272 	[('255767341', 1569519, 1570073, '+', 'ylbH'), ('16078566', 1570078, 1570563, '+', 'coaD')]
273 	[('16078568', 1571981, 1572763, '+', 'ylbK'), ('255767342', 1572765, 1573790, '+', 'ylbL')]
274 	[('16078570', 1573807, 1575054, '-', 'ylbM'), ('255767343', 1575051, 1575236, '-', 'ylzH')]
275 	[('16078571', 1575264, 1575782, '+', 'ylbN'), ('16078572', 1575804, 1575983, '+', 'rpmF')]
276 	[('16078578', 1580622, 1581557, '+', 'mraW'), ('16078579', 1581597, 1581950, '+', 'ftsL'), ('255767346', 1581947, 1584097, '+', 'pbpB')]
277 	[('255767348', 1587926, 1588900, '+', 'mraY'), ('16078584', 1588901, 1590256, '+', 'murD')]
278 	[('255767349', 1591540, 1592631, '+', 'murG'), ('16078587', 1592663, 1593574, '+', 'murB')]
279 	[('16078588', 1593704, 1594495, '+', 'divIB'), ('255767350', 1594492, 1595187, '+', 'ylxW'), ('255767351', 1595210, 1595917, '+', 'ylxX'), ('16078591', 1595935, 1596300, '+', 'sbp')]
280 	[('255767352', 1596474, 1597796, '+', 'ftsA'), ('255767353', 1597832, 1598980, '+', 'ftsZ')]
281 	[('16078601', 1609327, 1610163, '+', 'ylmD'), ('16078602', 1610170, 1610862, '+', 'ylmE'), ('255767357', 1610865, 1611314, '+', 'sepF'), ('16078604', 1611321, 1611593, '+', 'ylmG')]
282 	[('16078609', 1616744, 1617208, '+', 'lspA'), ('255767360', 1617210, 1618121, '+', 'rluD')]
283 	[('255767362', 1620476, 1621390, '+', 'pyrB'), ('255767363', 1621374, 1622660, '+', 'pyrC'), ('16078615', 1622657, 1623751, '+', 'pyrAA'), ('16078616', 1623736, 1626951, '+', 'carB'), ('16078617', 1626948, 1627718, '+', 'pyrK'), ('16078618', 1627718, 1628653, '+', 'pyrD'), ('16078619', 1628622, 1629341, '+', 'pyrF'), ('16078620', 1629320, 1629970, '+', 'pyrE')]
284 	[('16078621', 1630382, 1631083, '+', 'cysH'), ('16078622', 1631095, 1632159, '+', 'cysP'), ('16078623', 1632208, 1633356, '+', 'sat'), ('16078624', 1633369, 1633962, '+', 'cysC')]
285 	[('16078625', 1634061, 1634834, '+', 'sumT'), ('16078626', 1634837, 1635622, '+', 'sirB'), ('16078627', 1635603, 1636091, '+', 'sirC')]
286 	[('18677778', 1641672, 1641941, '+', 'ylzA'), ('50812226', 1641949, 1642563, '+', 'gmk'), ('16078632', 1642567, 1642770, '+', 'rpoZ')]
287 	[('16078633', 1642851, 1644071, '+', 'coaBC'), ('16078634', 1644068, 1646485, '+', 'priA'), ('16078635', 1646512, 1646994, '+', 'def'), ('16078636', 1646999, 1647952, '+', 'fmt'), ('16078637', 1647939, 1649282, '+', 'rsmB'), ('16078638', 1649286, 1650377, '+', 'yloN'), ('16078639', 1650384, 1651148, '+', 'prpC'), ('16078640', 1651142, 1653088, '+', 'prkC'), ('16078641', 1653103, 1653999, '+', 'yloQ'), ('16078642', 1654004, 1654657, '+', 'rpe')]
288 	[('16078646', 1656064, 1656426, '+', 'yloU'), ('16078647', 1656442, 1658103, '+', 'yloV')]
289 	[('16078648', 1658242, 1658904, '+', 'sdaAB'), ('16078649', 1658930, 1659832, '+', 'sdaAA'), ('16078650', 1659810, 1661858, '+', 'recG')]
290 	[('16078651', 1661967, 1662533, '+', 'ylpC'), ('16078652', 1662547, 1663548, '+', 'plsX'), ('16078653', 1663567, 1664520, '+', 'fabD'), ('16078654', 1664513, 1665253, '+', 'fabG')]
291 	[('255767364', 1666560, 1670120, '+', 'smc'), ('16078658', 1670140, 1671129, '+', 'ftsY')]
292 	[('16078660', 1671828, 1672160, '+', 'ylxM'), ('16078661', 1672174, 1673514, '+', 'ffh')]
293 	[('16078662', 1673620, 1673892, '+', 'rpsP'), ('16078663', 1673892, 1674137, '+', 'ylqC')]
294 	[('16078664', 1674259, 1674645, '+', 'ylqD'), ('16078665', 1674650, 1675174, '+', 'rimM'), ('16078666', 1675171, 1675902, '+', 'trmD')]
295 	[('16078669', 1677451, 1678218, '+', 'rnhB'), ('16078670', 1678250, 1679980, '+', 'ylqG'), ('16078671', 1679977, 1680258, '+', 'ylqH')]
296 	[('16078672', 1680431, 1681588, '+', 'sucC'), ('16078673', 1681617, 1682519, '+', 'sucD')]
297 	[('16078677', 1687187, 1688101, '+', 'xerC'), ('16078678', 1688114, 1688659, '+', 'clpQ'), ('16078679', 1688676, 1690079, '+', 'hslU'), ('16078680', 1690119, 1690898, '+', 'codY')]
298 	[('16078681', 1691278, 1691667, '+', 'flgB'), ('16078682', 1691667, 1692119, '+', 'flgC'), ('16078683', 1692130, 1692450, '+', 'fliE'), ('16078684', 1692496, 1694106, '+', 'fliF'), ('16078685', 1694119, 1695135, '+', 'fliG')]
299 	[('255767365', 1695254, 1695880, '+', 'fliH'), ('255767366', 1695877, 1697193, '+', 'fliI'), ('16078688', 1697196, 1697639, '+', 'fliJ'), ('255767367', 1697651, 1698265, '+', 'ylxF'), ('255767368', 1698278, 1699741, '+', 'fliK'), ('16078691', 1699738, 1700160, '+', 'flgD'), ('255767369', 1700182, 1700976, '+', 'flgG'), ('255767370', 1701016, 1701231, '+', 'ylzI'), ('16078693', 1701228, 1701650, '+', 'fliL'), ('16078694', 1701684, 1702682, '+', 'fliM'), ('16078695', 1702672, 1703808, '+', 'fliY'), ('16078696', 1703834, 1704196, '+', 'cheY'), ('16078697', 1704211, 1704870, '+', 'fliZ'), ('16078698', 1704863, 1705528, '+', 'fliP'), ('16078699', 1705543, 1705812, '+', 'fliQ'), ('255767371', 1705820, 1706599, '+', 'fliR'), ('16078701', 1706599, 1707681, '+', 'flhB'), ('255767372', 1707714, 1709747, '+', 'flhA'), ('16078703', 1709747, 1710847, '+', 'flhF'), ('16078704', 1710838, 1711734, '+', 'ylxH'), ('255767373', 1711736, 1712809, '+', 'cheB'), ('255767374', 1712815, 1714833, '+', 'cheA'), ('16078707', 1714855, 1715325, '+', 'cheW'), ('16078708', 1715344, 1715973, '+', 'cheC'), ('16078709', 1715970, 1716470, '+', 'cheD'), ('16078710', 1716493, 1717257, '+', 'sigD'), ('16078711', 1717286, 1717789, '+', 'ylxL')]
300 	[('50812227', 1719802, 1720524, '+', 'pyrH'), ('16078715', 1720526, 1721083, '+', 'frr')]
301 	[('16078716', 1721214, 1721996, '+', 'uppS'), ('16078717', 1722000, 1722809, '+', 'cdsA')]
302 	[('255767375', 1722871, 1724022, '+', 'dxr'), ('16078719', 1724029, 1725297, '+', 'rseP'), ('16078720', 1725330, 1727024, '+', 'proS')]
303 	[('16078722', 1731776, 1732246, '+', 'ylxS'), ('16078723', 1732281, 1733396, '+', 'nusA'), ('16078724', 1733410, 1733685, '+', 'ylxR'), ('16078725', 1733687, 1733989, '+', 'ylxQ'), ('16078726', 1734009, 1736159, '+', 'infB'), ('16078727', 1736156, 1736434, '+', 'ylxP'), ('16078728', 1736451, 1736804, '+', 'rbfA')]
304 	[('16078729', 1736886, 1737815, '+', 'truB'), ('16078730', 1737834, 1738784, '+', 'ribC')]
305 	[('16078733', 1741618, 1742577, '+', 'ylxY'), ('255767376', 1742617, 1743846, '+', 'mlpA')]
306 	[('16078736', 1744367, 1745260, '+', 'spoVFA'), ('16078737', 1745263, 1745865, '+', 'spoVFB')]
307 	[('255767377', 1747123, 1748337, '+', 'dapG'), ('16078740', 1748368, 1749240, '+', 'dapA')]
308 	[('255767379', 1751201, 1751938, '+', 'tepA'), ('255767380', 1751935, 1752147, '+', 'ylzJ')]
309 	[('255767383', 1757037, 1758317, '+', 'ymfF'), ('255767384', 1758314, 1759600, '+', 'ymfH')]
310 	[('255767387', 1762623, 1763204, '+', 'pgsA'), ('255767388', 1763222, 1764472, '+', 'cinA')]
311 	[('16078762', 1770461, 1771504, '+', 'tdh'), ('16078763', 1771517, 1772695, '+', 'kbl')]
312 	[('16078764', 1772843, 1774372, '+', 'ymcB'), ('16078765', 1774374, 1774805, '+', 'ymcA')]
313 	[('255767391', 1775745, 1778321, '+', 'mutS'), ('16078768', 1778337, 1780220, '+', 'mutL')]
314 	[('255767392', 1785133, 1786107, '+', 'pksD'), ('255767393', 1786104, 1788407, '+', 'pksE')]
315 	[('18677776', 1788469, 1788717, '+', 'acpK'), ('255767394', 1788695, 1789942, '+', 'pksF'), ('50812233', 1789943, 1791205, '+', 'pksG'), ('16078777', 1791193, 1791972, '+', 'pksH'), ('255767395', 1792012, 1792761, '+', 'pksI'), ('255767396', 1792806, 1807937, '+', 'pksJ'), ('255767397', 1807921, 1821537, '+', 'pksL'), ('255767398', 1821553, 1834341, '+', 'pksM')]
316 	[('255767399', 1834409, 1850875, '+', 'pksN'), ('255767400', 1850890, 1858521, '+', 'pksR')]
317 	[('16078792', 1864691, 1865044, '-', 'ebrB'), ('16078793', 1865058, 1865375, '-', 'ebrA')]
318 	[('255767406', 1866389, 1867333, '+', 'miaA'), ('16078797', 1867373, 1867594, '+', 'hfq')]
319 	[('16078800', 1868617, 1869009, '+', 'nrdI'), ('16078801', 1868969, 1871071, '+', 'nrdE'), ('16078802', 1871089, 1872078, '+', 'nrdF')]
320 	[('255767409', 1875304, 1876566, '+', 'ynbA'), ('255767410', 1876584, 1877849, '+', 'ynbB')]
321 	[('16078817', 1884968, 1885321, '+', 'ynaF'), ('16078818', 1885365, 1885640, '+', 'ynaG')]
322 	[('255767414', 1887352, 1888743, '+', 'xynP'), ('255767415', 1888774, 1890375, '+', 'xynB')]
323 	[('255767419', 1899589, 1900050, '+', 'yncE'), ('16078829', 1900080, 1900514, '+', 'yncF')]
324 	[('16078838', 1907494, 1909056, '+', 'yndD'), ('16078839', 1909086, 1910177, '+', 'yndE'), ('16078840', 1910167, 1911381, '+', 'yndF')]
325 	[('16078841', 1911528, 1912334, '+', 'yndG'), ('16078842', 1912339, 1912956, '+', 'yndH'), ('16078843', 1912953, 1914593, '+', 'yndJ'), ('16078844', 1914630, 1914995, '+', 'yndK')]
326 	[('16078849', 1918406, 1918723, '+', 'yneA'), ('16078850', 1918742, 1919395, '+', 'yneB')]
327 	[('16078861', 1926128, 1926274, '-', 'sspP'), ('16078862', 1926306, 1926452, '-', 'sspO')]
328 	[('255767424', 1930264, 1930410, '+', 'sspN'), ('16078865', 1930447, 1930698, '+', 'tlp')]
329 	[('50812241', 1930834, 1931199, '+', 'yneP'), ('16078866', 1931215, 1931514, '+', 'yneQ')]
330 	[('50812242', 1933477, 1935444, '+', 'parE'), ('255767425', 1935448, 1937868, '+', 'parC')]
331 	[('16078878', 1946249, 1946695, '+', 'yngA'), ('16078879', 1946702, 1947595, '+', 'yngB')]
332 	[('255767426', 1949682, 1951217, '-', 'yngE'), ('16078883', 1951228, 1952010, '-', 'yngF'), ('16078884', 1952031, 1952930, '-', 'yngG'), ('255767427', 1952945, 1953166, '-', 'yngHB'), ('16078885', 1953181, 1954515, '-', 'yngH'), ('16078886', 1954525, 1956174, '-', 'yngI'), ('16078887', 1956218, 1957360, '-', 'yngJ')]
333 	[('16078891', 1960198, 1964037, '-', 'ppsE'), ('255767428', 1964045, 1974856, '-', 'ppsD'), ('16078893', 1974881, 1982548, '-', 'ppsC'), ('16078894', 1982565, 1990247, '-', 'ppsB'), ('255767429', 1990272, 1997957, '-', 'ppsA')]
334 	[('16078896', 1998340, 1999815, '-', 'dacC'), ('16078897', 1999849, 2000826, '-', 'yoxA')]
335 	[('255767433', 2008572, 2010053, '-', 'gltD'), ('255767434', 2010070, 2014632, '-', 'gltA')]
336 	[('16078908', 2015733, 2016848, '-', 'proJ'), ('50812244', 2016845, 2017738, '-', 'proH')]
337 	[('16078913', 2019797, 2020567, '+', 'yoxB'), ('255767436', 2020611, 2021144, '+', 'yoaA')]
338 	[('16078916', 2022561, 2024024, '-', 'yoaC'), ('16078917', 2024042, 2025076, '-', 'yoaD')]
339 	[('16078933', 2043186, 2043668, '+', 'yoaS'), ('16078934', 2043678, 2043932, '+', 'yozG')]
340 	[('16078951', 2062150, 2063265, '+', 'rapK'), ('16078952', 2063262, 2063384, '+', 'phrK')]
341 	[('255767448', 2063510, 2064163, '-', 'yobH'), ('16078954', 2064200, 2064547, '-', 'yozK'), ('16078955', 2064540, 2064833, '-', 'yozL')]
342 	[('16078959', 2071286, 2071744, '-', 'yobK'), ('16078960', 2071754, 2073556, '-', 'yobL')]
343 	[('16078965', 2079611, 2080336, '-', 'yobQ'), ('16078966', 2080351, 2081094, '-', 'yobR')]
344 	[('16078967', 2081172, 2081747, '-', 'yobS'), ('16078968', 2081753, 2082454, '-', 'yobT')]
345 	[('16078979', 2090574, 2091686, '+', 'desK'), ('16078980', 2091705, 2092304, '+', 'desR')]
346 	[('16078987', 2098859, 2099122, '+', 'yozN'), ('16078988', 2099127, 2099360, '+', 'yocN')]
347 	[('50812246', 2102168, 2104066, '+', 'sqhC'), ('16078993', 2104056, 2104901, '+', 'sodF')]
348 	[('255767452', 2107505, 2108758, '-', 'odhB'), ('255767453', 2108774, 2111608, '-', 'sucA')]
349 	[('255767454', 2111837, 2113753, '-', 'yojO'), ('16078999', 2113764, 2114678, '-', 'yojN')]
350 	[('16079004', 2119393, 2120751, '+', 'yojI'), ('16079005', 2120767, 2121615, '+', 'rsbRC')]
351 	[('255767456', 2121641, 2122306, '-', 'yojG'), ('16079006', 2122325, 2122675, '-', 'yojF'), ('255767457', 2122672, 2122950, '-', 'yoyC')]
352 	[('16079014', 2128464, 2129066, '-', 'yodD'), ('16079015', 2129082, 2129993, '-', 'yodE')]
353 	[('255767458', 2130177, 2130377, '+', 'yoyD'), ('16079016', 2130377, 2131867, '+', 'yodF')]
354 	[('255767462', 2139179, 2139457, '-', 'yokU'), ('16079027', 2139454, 2140869, '-', 'kamA'), ('16079028', 2140898, 2141725, '-', 'yodP'), ('16079029', 2141703, 2143013, '-', 'yodQ'), ('16079030', 2143022, 2143675, '-', 'yodR'), ('16079031', 2143660, 2144349, '-', 'yodS'), ('16079032', 2144356, 2145690, '-', 'yodT')]
355 	[('16079033', 2146013, 2146792, '-', 'cgeE'), ('16079034', 2146821, 2148101, '-', 'cgeD')]
356 	[('16079036', 2148676, 2149077, '+', 'cgeA'), ('255767464', 2149084, 2150037, '+', 'cgeB')]
357 	[('16079040', 2152086, 2152262, '-', 'yotN'), ('16079041', 2152265, 2152852, '-', 'yotM')]
358 	[('16079045', 2153718, 2154080, '-', 'yotI'), ('16079046', 2154077, 2154250, '-', 'yotH'), ('16079047', 2154266, 2154583, '-', 'yotG'), ('16079048', 2154596, 2154673, '-', 'yotF'), ('16079049', 2154705, 2154851, '-', 'yotE'), ('16079050', 2154887, 2155018, '-', 'yotD'), ('16079051', 2155058, 2155249, '-', 'yotC'), ('16079052', 2155293, 2156120, '-', 'yotB')]
359 	[('16079057', 2157829, 2158119, '-', 'yosV'), ('255767465', 2158120, 2158287, '-', 'yojW')]
