Symbol	Degree	Clustering Coefficient
CSN3	4	0.166666666667
CSNK1A1	27	0.119658119658
CSNK1A1L	3	0.333333333333
CSNK1D	13	0.205128205128
CSNK1E	36	0.0730158730159
CSNK1G1	6	0.0666666666667
CSNK1G2	8	0.142857142857
CSNK1G3	2	1.0
CSNK2A1	103	0.0571102227299
CSNK2A2	38	0.130867709815
CSNK2B	143	0.0265450861196
CSPG4	4	0.333333333333
CSPG5	1	0.0
CSPP1	1	0.0
CSRNP1	1	0.0
CSRP1	4	1.0
CSRP2	4	0.333333333333
CSRP2BP	4	0.5
CSRP3	5	0.0
CST3	3	0.333333333333
CST4	1	0.0
CST5	1	0.0
CST6	1	0.0
CSTA	15	0.24358974359
CSTB	7	0.380952380952
CSTF1	8	0.321428571429
CSTF2	24	0.115942028986
CSTF2T	6	0.466666666667
CSTF3	8	0.428571428571
CTAG2	1	0.0
CTAGE1	1	0.0
CTAGE10P	1	0.0
CTAGE15P	1	0.0
CTBP1	72	0.110144927536
CTBP2	37	0.115966386555
CTBS	1	0.0
CTC1	2	0.0
CTCF	27	0.159544159544
CTCFL	7	0.238095238095
CTD	7	0.333333333333
CTDNEP1	2	0.0
CTDP1	38	0.21479374111
CTDSP1	4	0.5
CTDSP2	2	0.0
CTDSPL	4	0.166666666667
CTDSPL2	1	0.0
CTF1	1	0.0
CTGF	5	0.1
CTH	3	0.0
CTLA4	11	0.0555555555556
CTNNA1	31	0.169950738916
CTNNA2	1	0.0
CTNNA3	1	0.0
CTNNAL1	2	1.0
CTNNB1	167	0.0447298174735
CTNNBIP1	13	0.025641025641
CTNNBL1	22	0.21645021645
CTNND1	28	0.164021164021
CTNND2	7	0.142857142857
CTPS	8	0.5
CTPS2	6	0.5
CTR9	12	0.530303030303
CTSA	3	0.333333333333
CTSB	16	0.15
CTSC	1	0.0
CTSD	7	0.333333333333
CTSE	1	0.0
CTSG	2	0.0
CTSH	3	0.666666666667
CTSK	2	0.0
CTSL1	7	0.190476190476
CTSL2	1	0.0
CTSS	2	0.0
CTSW	1	0.0
CTSZ	1	0.0
CTTN	30	0.101149425287
CTTNBP2	21	0.571428571429
CTTNBP2NL	18	0.790849673203
CTU1	3	0.0
CTU2	2	0.0
CTXN1	1	0.0
CUBN	5	0.1
CUEDC1	5	0.3
CUEDC2	8	0.392857142857
CUL1	102	0.0715151515152
CUL2	59	0.0812390414962
CUL3	69	0.0601537765717
CUL4A	88	0.094566353187
CUL4B	50	0.143673469388
CUL5	42	0.0952380952381
CUL7	13	0.24358974359
CUL9	6	0.5
CUP9	1	0.0
CUTA	2	1.0
CUTC	11	0.166666666667
CUX1	15	0.180952380952
CWC15	5	0.4
CWC21	1	0.0
CWC22	6	0.466666666667
CWC25	1	0.0
CWC27	1	0.0
CWF19L1	2	1.0
CWP1	1	0.0
CX3CL1	3	0.0
CX3CR1	1	0.0
CXADR	2	1.0
CXCL1	4	0.0
CXCL10	2	0.0
CXCL11	1	0.0
CXCL12	5	0.333333333333
CXCL13	3	0.0
CXCL2	1	0.0
CXCL5	1	0.0
CXCL6	1	0.0
CXCL9	1	0.0
CXCR1	1	0.0
CXCR2	8	0.0666666666667
CXCR3	6	0.0666666666667
CXCR4	14	0.21978021978
CXCR7	1	0.0
CXXC1	21	0.247619047619
CXXC4	1	0.0
CXXC5	1	0.0
CXorf23	1	0.0
CXorf26	3	0.333333333333
CXorf27	1	0.0
CXorf38	1	0.0
CXorf56	2	0.0
CXorf57	1	0.0
CXorf61	1	0.0
CXorf67	1	0.0
CYB561	1	0.0
CYB561D2	1	0.0
CYB5A	3	0.666666666667
CYB5B	2	1.0
CYB5R1	1	0.0
CYB5R2	1	0.0
CYB5R3	1	0.0
CYBA	4	0.333333333333
CYBB	2	1.0
CYC1	5	0.2
CYCS	13	0.166666666667
CYFIP1	15	0.190476190476
CYFIP2	16	0.141666666667
CYGB	1	0.0
CYHR1	1	0.0
CYLC2	2	1.0
CYLD	32	0.118951612903
CYP11A1	1	0.0
CYP17A1	1	0.0
CYP1A2	1	0.0
CYP1B1	2	1.0
CYP24A1	1	0.0
CYP26B1	1	0.0
CYP26C1	1	0.0
CYP27C1	1	0.0
CYP2C19	1	0.0
CYP2C9	1	0.0
CYP2E1	5	0.0
CYP2S1	1	0.0
CYP3A4	2	0.0
CYP4A11	1	0.0
CYP4F11	1	0.0
CYP4F12	1	0.0
CYP4F2	1	0.0
CYP4F22	1	0.0
CYP4F3	1	0.0
CYP4F8	1	0.0
CYP4V2	1	0.0
CYP4X1	1	0.0
CYP51A1	1	0.0
CYP71	1	0.0
CYP71B7	1	0.0
CYP7B1	1	0.0
CYP81F4	1	0.0
CYR61	6	0.4
CYTH1	7	0.142857142857
CYTH2	12	0.19696969697
CYTH3	4	0.0
CYTH4	1	0.0
CYTIP	1	0.0
Cacnb1	2	0.0
Calm1	2	0.0
Calmodulin	1	0.0
Cam	1	0.0
Camk2a	1	0.0
Camk2b	1	0.0
Camk2d	1	0.0
Camk2g	3	0.0
Camk2n1	1	0.0
Cap1	1	0.0
Capza1	19	0.0350877192982
Capza2	1	0.0
Car1	1	0.0
Casc5	8	0.678571428571
Caskin1	1	0.0
Casp8	1	0.0
Cbl	3	0.0
Cbx1	29	0.00492610837438
Cbx2	9	0.555555555556
Cbx5	1	0.0
Ccdc15	12	0.0151515151515
Ccdc22	2	0.0
Ccl2	1	0.0
Ccl3	1	0.0
Ccna2	1	0.0
Ccne1	1	0.0
Cct2	1	0.0
Cct3	5	0.0
Cct4	1	0.0
Cct5	1	0.0
Cct6a	1	0.0
Cct7	3	0.0
Cct8	1	0.0
Cd244	1	0.0
Cd2ap	12	0.151515151515
Cd3e	3	0.666666666667
Cd4	1	0.0
Cd47	1	0.0
Cdc16	21	0.290476190476
Cdc20	19	0.286549707602
Cdc23	21	0.295238095238
Cdc25b	1	0.0
Cdc27	1	0.0
Cdc40	2	1.0
Cdc42	1	0.0
Cdc42bpb	2	0.0
Cdc42ep2	1	0.0
Cdc42ep4	1	0.0
Cdc5l	16	0.116666666667
Cdc6	4	0.0
Cdca5	7	0.47619047619
Cdca8	7	0.0952380952381
Cdh1	1	0.0
Cdk1	83	0.0164560681751
Cdk14	4	0.5
Cdk17	1	0.0
Cdk2	4	0.5
Cdk4	3	0.0
Cdk6	1	0.0
Cdk9	4	0.166666666667
Cdkl1	2	1.0
Cdkn1b	4	0.666666666667
Cdkn2a	3	0.666666666667
Cebpb	48	0.0257092198582
Cenpe	3	0.0
Cenpf	3	0.0
Cep120	2	0.0
Cep135	3	0.333333333333
Cep152	14	0.151515151515
Cep164	3	0.666666666667
Cep170	14	0.010989010989
Cep192	3	0.666666666667
Cep290	6	0.466666666667
Cep350	12	0.0606060606061
Cep55	16	0.075
Cep63	23	0.0513833992095
Cep70	32	0.0564516129032
Cep72	22	0.0995670995671
Cep76	19	0.00584795321637
Cep78	6	0.133333333333
Cetn2	5	0.2
Cfl1	2	0.0
Cggbp1	1	0.0
Chchd3	1	0.0
Chd1	1	0.0
Chek1	3	0.333333333333
Chek2	5	0.2
Chmp3	1	0.0
Chn1	3	0.0
Chn2	1	0.0
Chrna7	1	0.0
Chuk	1	0.0
Cish	2	1.0
Ckap5	6	0.133333333333
Ckm	1	0.0
Clasrp	1	0.0
Cldn1	1	0.0
Clic4	1	0.0
Clip1	1	0.0
Clip2	1	0.0
Clock	1	0.0
Clp1	9	0.277777777778
Cltc	1	0.0
Cnbp	2	0.0
Cnot3	16	0.05
Cnot7	2	0.0
Cnp	1	0.0
Cntn1	1	0.0
Copa	11	0.2
Cox5a	1	0.0
Cox5b	1	0.0
Cox6a1	1	0.0
Cox6b1	1	0.0
Cox6c	1	0.0
Cox7a2	1	0.0
Cox7a2l	1	0.0
Cpeb3	1	0.0
Cpne1	2	0.0
Creb1	1	0.0
Crebbp	1	0.0
Crem	1	0.0
Crhr1	2	0.0
Crhr2	4	0.0
Cript	1	0.0
Crnkl1	2	1.0
Cry1	4	0.333333333333
Csk	1	0.0
Csnk1a1	2	0.0
Csnk1d	2	0.0
Csnk1e	38	0.0156472261735
Csnk2a2	2	1.0
Ctbp1	6	0.2
Ctbp2	3	0.0
Ctcf	9	0.0
Ctnna2	1	0.0
Ctnnb1	6	0.0
Ctnnd1	1	0.0
Cul3	4	0.166666666667
Cul5	2	1.0
Cxxc1	1	0.0
Cyc1	1	0.0
D16Ertd472e	2	0.0
D2Ertd750e	3	0.0
D2HGDH	1	0.0
DAAM1	2	1.0
DAB1	12	0.0
DAB2	27	0.131054131054
DAB2IP	4	0.0
DACH1	11	0.472727272727
DACH2	1	0.0
DACT1	6	0.0666666666667
DAD1	2	1.0
DAG1	28	0.132275132275
DAGLB	2	1.0
DAK	1	0.0
DALRD3	3	0.666666666667
DAP	2	1.0
DAP3	20	0.16339869281
DAPK1	15	0.171428571429
DAPK2	2	0.0
DAPK3	9	0.222222222222
DARC	2	0.0
DARS	8	0.214285714286
DARS2	4	0.666666666667
DAXX	51	0.13568627451
DAZ1	6	0.833333333333
DAZ2	1	0.0
DAZ3	1	0.0
DAZ4	1	0.0
DAZAP1	5	0.5
DAZAP2	50	0.0487588652482
DAZL	6	0.833333333333
DBC1	10	0.177777777778
DBF4	11	0.636363636364
DBF4B	4	0.0
DBI	9	0.222222222222
DBN1	19	0.0994152046784
DBNDD2	1	0.0
DBNL	16	0.133333333333
DBR1	1	0.0
DBT	5	0.1
DCAF10	5	0.6
DCAF11	9	0.722222222222
DCAF12	4	0.833333333333
DCAF13	6	0.4
DCAF15	3	1.0
DCAF16	4	0.833333333333
DCAF17	5	1.0
DCAF4	8	0.75
DCAF5	5	1.0
DCAF6	7	0.571428571429
DCAF7	14	0.21978021978
DCAF8	8	0.464285714286
DCAF8L2	1	0.0
DCAKD	1	0.0
DCBLD1	2	1.0
DCBLD2	2	1.0
DCC	36	0.0587301587302
DCD	9	0.138888888889
DCG1	1	0.0
DCHS1	2	1.0
DCK	7	0.2
DCLRE1A	6	0.466666666667
DCLRE1B	6	0.533333333333
DCLRE1C	2	0.0
DCN	12	0.0151515151515
DCN1	1	0.0
DCP1A	8	0.357142857143
DCP1B	3	0.666666666667
DCP2	8	0.357142857143
DCPS	3	0.666666666667
DCT	2	0.0
DCTD	7	0.2
DCTN1	35	0.0689075630252
DCTN2	19	0.0877192982456
DCTN3	7	0.047619047619
DCTN4	10	0.2
DCTN5	6	0.0
DCTN6	7	0.047619047619
DCTPP1	6	0.333333333333
DCUN1D1	13	0.282051282051
DCUN1D3	1	0.0
DCUN1D4	2	0.0
DCUN1D5	2	1.0
DCX	4	0.0
DCXR	2	1.0
DDA1	49	0.0807823129252
DDAH1	1	0.0
DDAH2	21	0.0238095238095
DDB1	101	0.0738613861386
DDB2	17	0.375
DDHD1	1	0.0
DDHD2	1	0.0
DDI1	1	0.0
DDI2	1	0.0
DDIT3	23	0.146245059289
DDIT4	3	0.666666666667
DDIT4L	2	0.0
DDN	3	0.0
DDO	2	1.0
DDOST	15	0.133333333333
DDR1	9	0.222222222222
DDR2	3	0.666666666667
DDRGK1	2	1.0
DDT	2	0.0
DDTL	1	0.0
DDX1	18	0.307189542484
DDX10	3	0.333333333333
DDX11	8	0.464285714286
DDX12P	1	0.0
DDX17	44	0.18710359408
DDX18	4	0.166666666667
DDX19A	4	0.333333333333
DDX19B	8	0.25
DDX20	34	0.187165775401
DDX21	29	0.165024630542
DDX23	18	0.248366013072
DDX24	26	0.123076923077
DDX26B	7	0.47619047619
DDX27	7	0.333333333333
DDX28	4	0.0
DDX31	2	0.0
DDX39A	13	0.153846153846
DDX39B	14	0.120879120879
DDX3X	34	0.105169340463
DDX3Y	5	0.3
DDX4	1	0.0
DDX41	6	0.266666666667
DDX42	9	0.361111111111
DDX46	8	0.357142857143
DDX47	7	0.380952380952
DDX49	4	0.166666666667
DDX5	59	0.141437755698
DDX50	4	0.666666666667
DDX51	2	0.0
DDX52	4	0.5
DDX53	2	1.0
DDX54	9	0.111111111111
DDX55	1	0.0
DDX56	31	0.0795698924731
DDX58	18	0.18954248366
DDX6	10	0.2
DDX60L	1	0.0
DEAF1	11	0.0181818181818
DEC1	2	1.0
DECR1	3	0.666666666667
DECR2	1	0.0
DEDD	16	0.241758241758
DEDD2	11	0.277777777778
DEF1	1	0.0
DEF6	5	0.1
DEF8	1	0.0
DEFA1	3	0.333333333333
DEFB1	1	0.0
DEFB103B	2	0.0
DEFB4A	2	0.0
DEGS1	5	0.4
DEK	22	0.34632034632
DEM1	1	0.0
DENND3	2	1.0
DENND4A	8	0.214285714286
DENND4C	1	0.0
DENND5A	4	0.666666666667
DENND5B	1	0.0
DENR	2	1.0
DEPDC1	2	1.0
DEPDC1B	1	0.0
DEPDC5	1	0.0
DEPDC7	1	0.0
DEPTOR	3	0.333333333333
DERA	2	0.0
DERL1	18	0.352941176471
DERL2	8	0.821428571429
DERL3	2	0.0
DES	11	0.163636363636
DET1	5	1.0
DFFA	14	0.0989010989011
DFFB	4	0.5
DFG10	1	0.0
DFNA5	2	0.0
DFNB31	1	0.0
DGAT1	2	0.0
DGCR14	4	0.5
DGCR6L	7	0.047619047619
DGCR8	12	0.0757575757576
DGKA	3	0.333333333333
DGKB	2	0.0
DGKD	7	0.0
DGKE	8	0.285714285714
DGKG	1	0.0
DGKH	4	0.0
DGKQ	2	0.0
DGKZ	15	0.0285714285714
DGUOK	4	1.0
DHCR24	1	0.0
DHCR7	5	0.3
DHDDS	4	0.166666666667
DHFR	7	0.47619047619
DHH	1	0.0
DHH1	1	0.0
DHODH	1	0.0
DHPS	7	0.238095238095
DHRS1	5	0.4
DHRS12	1	0.0
DHRS13	1	0.0
DHRS2	3	0.666666666667
DHRS3	1	0.0
DHRS4	1	0.0
DHRS7	1	0.0
DHRS7B	2	1.0
DHX15	28	0.113756613757
DHX16	7	0.333333333333
DHX29	3	0.333333333333
DHX30	25	0.183333333333
DHX32	1	0.0
DHX33	3	0.666666666667
DHX34	4	0.5
DHX35	2	0.0
DHX36	11	0.181818181818
DHX37	3	0.333333333333
DHX38	7	0.285714285714
DHX40	3	0.666666666667
DHX57	4	0.5
DHX58	11	0.127272727273
DHX8	3	0.0
DHX9	65	0.104807692308
DIABLO	21	0.19298245614
DIAPH1	10	0.177777777778
DIAPH2	5	0.4
DIAPH3	5	0.3
DICER1	15	0.142857142857
DIDO1	8	0.25
DIEXF	4	0.333333333333
DIMT1	5	0.3
DIO2	12	0.355555555556
DIO3	2	0.0
DIP2A	2	1.0
DIP2B	4	0.666666666667
DIP2C	2	1.0
DIRAS1	2	0.0
DIRAS2	1	0.0
DIS3	8	0.25
DIS3L	1	0.0
DIS3L2	4	0.333333333333
DISC1	110	0.0203502919099
DISP1	1	0.0
DIXDC1	4	0.5
DKC1	14	0.142857142857
DKFZp586I1420	1	0.0
DKFZp761E198	4	0.333333333333
DKK1	3	0.0
DKKL1	1	0.0
DLAT	9	0.222222222222
DLC1	2	0.0
DLD	5	0.3
DLEU1	18	0.0196078431373
DLG1	41	0.0829268292683
DLG2	20	0.105263157895
DLG3	39	0.0647773279352
DLG4	78	0.0350877192982
DLG5	8	0.214285714286
DLGAP1	18	0.202614379085
DLGAP2	3	0.333333333333
DLGAP3	3	0.333333333333
DLGAP4	7	0.0952380952381
DLGAP5	6	0.533333333333
DLK1	2	0.0
DLK2	3	1.0
DLL1	6	0.4
DLST	19	0.105263157895
DLX1	1	0.0
DLX2	8	0.6
DLX5	6	0.833333333333
DMAP1	38	0.284495021337
DMBT1	5	0.3
DMC1	2	1.0
DMD	19	0.111111111111
DMPK	9	0.222222222222
DMRT1	1	0.0
DMRT2	1	0.0
DMRTB1	9	0.0
DMRTC2	1	0.0
DMT2	1	0.0
DMWD	36	0.0650793650794
DMXL1	2	1.0
DMXL2	3	0.666666666667
DNA2	1	0.0
DNAAF1	1	0.0
DNAAF2	1	0.0
DNAH11	1	0.0
DNAH14	1	0.0
DNAH3	1	0.0
DNAH9	1	0.0
DNAJA1	35	0.0840336134454
DNAJA1P5	1	0.0
DNAJA2	12	0.136363636364
DNAJA3	18	0.169934640523
DNAJA4	4	0.333333333333
DNAJB1	27	0.148148148148
DNAJB11	28	0.0687830687831
DNAJB12	3	0.333333333333
DNAJB14	1	0.0
DNAJB2	4	0.833333333333
DNAJB3	2	1.0
DNAJB4	4	0.333333333333
DNAJB5	6	0.133333333333
DNAJB6	12	0.212121212121
DNAJB8	3	0.333333333333
DNAJB9	9	0.194444444444
DNAJC1	2	0.0
DNAJC10	5	0.4
DNAJC11	3	0.333333333333
DNAJC13	7	0.285714285714
DNAJC14	2	0.0
DNAJC16	1	0.0
DNAJC17	1	0.0
DNAJC19	4	0.666666666667
DNAJC2	3	1.0
DNAJC21	2	1.0
DNAJC22	1	0.0
DNAJC28	2	1.0
DNAJC3	7	0.333333333333
DNAJC30	1	0.0
DNAJC4	1	0.0
DNAJC5	2	1.0
DNAJC5B	1	0.0
DNAJC6	1	0.0
DNAJC7	8	0.25
DNAJC8	7	0.52380952381
DNAJC9	4	0.5
DNAL4	2	0.0
DNALI1	5	0.0
DNASE1	1	0.0
DNASE2	2	1.0
DNHD1	2	1.0
DNLZ	1	0.0
DNM1	36	0.0909090909091
DNM1L	11	0.218181818182
DNM2	47	0.0730804810361
DNM3	4	0.666666666667
DNMBP	19	0.0701754385965
DNMT1	60	0.165154264973
DNMT3A	41	0.167073170732
DNMT3B	50	0.13387755102
DNMT3L	11	0.0909090909091
DNPEP	12	0.0909090909091
DNTT	7	0.380952380952
DNTTIP1	3	0.333333333333
DNTTIP2	13	0.24358974359
DOC2A	1	0.0
DOCK1	12	0.318181818182
DOCK10	2	0.0
DOCK11	2	1.0
DOCK2	9	0.333333333333
DOCK3	3	0.666666666667
DOCK4	3	0.666666666667
DOCK6	2	0.0
DOCK7	21	0.119047619048
DOCK8	3	1.0
DOCK9	2	1.0
DOHH	1	0.0
DOK1	20	0.248366013072
DOK2	18	0.16339869281
DOK3	1	0.0
DOK4	1	0.0
DOK5	3	0.0
DOK6	1	0.0
DOLK	1	0.0
DOM3Z	1	0.0
DONSON	2	1.0
DOPEY1	1	0.0
DOPEY2	1	0.0
DOT1L	27	0.0740740740741
DPAGT1	1	0.0
DPCD	3	1.0
DPEP1	3	0.0
DPEP2	1	0.0
DPEP3	1	0.0
DPF1	6	0.333333333333
DPF2	24	0.402173913043
DPF3	8	0.428571428571
DPH1	6	0.4
DPH2	1	0.0
DPH5	1	0.0
DPM1	6	0.2
DPM2	2	0.0
DPM3	1	0.0
DPP1	1	0.0
DPP3	3	0.666666666667
DPP4	1	0.0
DPP7	1	0.0
DPP8	1	0.0
DPP9	1	0.0
DPPA2	19	0.0294117647059
DPPA4	13	0.115384615385
DPT	1	0.0
DPY19L1	1	0.0
DPY19L4	1	0.0
DPY30	16	0.263736263736
DPYD	1	0.0
DPYSL2	10	0.2
DPYSL3	4	0.5
DPYSL4	6	0.6
DPYSL5	1	0.0
DR1	6	0.466666666667
DRAP1	17	0.110294117647
DRD1	6	0.133333333333
DRD2	9	0.0277777777778
DRD3	8	0.0
DRD4	10	0.133333333333
DRD5	3	0.0
DREB2A	1	0.0
DRG1	8	0.428571428571
DRG2	2	1.0
DROSHA	4	0.333333333333
DRP2	3	0.333333333333
DSC1	13	0.384615384615
DSC2	7	0.666666666667
DSC3	7	0.380952380952
DSCAM	1	0.0
DSCAML1	3	0.0
DSCC1	5	0.9
DSCR3	2	1.0
DSE	1	0.0
DSG1	13	0.294871794872
DSG2	9	0.388888888889
DSG3	2	1.0
DSK2	2	0.0
DSN1	20	0.284210526316
DSP	23	0.180952380952
DST	26	0.12
DSTN	6	0.466666666667
DSTYK	13	0.0128205128205
DTD1	1	0.0
DTL	14	0.461538461538
DTNA	7	0.238095238095
DTNB	13	0.102564102564
DTNBP1	36	0.0349206349206
DTWD2	1	0.0
DTX1	17	0.257142857143
DTX2	13	0.115384615385
DTX2P1-UPK3BP1-PMS2P11	1	0.0
DTX3	15	0.0
DTX3L	19	0.191176470588
DTX4	2	1.0
DTYMK	3	1.0
DUS2L	3	0.666666666667
DUS3L	2	1.0
DUS4L	1	0.0
DUSP1	12	0.257575757576
DUSP10	5	0.0
DUSP11	5	0.4
DUSP12	5	0.0
DUSP13	1	0.0
DUSP14	3	0.333333333333
DUSP15	1	0.0
DUSP16	7	0.285714285714
DUSP19	3	0.333333333333
DUSP2	2	0.0
DUSP21	1	0.0
DUSP22	3	0.666666666667
DUSP23	21	0.0047619047619
DUSP3	4	0.5
DUSP4	6	0.333333333333
DUSP5	2	1.0
DUSP6	7	0.333333333333
DUSP7	3	0.666666666667
DUSP8	2	0.0
DUSP9	1	0.0
DUT	6	0.333333333333
DVL1	28	0.181538461538
DVL1L1	1	0.0
DVL2	48	0.0666666666667
DVL3	27	0.0769230769231
DWF1	1	0.0
DYDC1	4	0.0
DYDC2	2	0.0
DYM	1	0.0
DYNC1H1	30	0.0827586206897
DYNC1I1	27	0.00569800569801
DYNC1I2	7	0.333333333333
DYNC1LI1	7	0.047619047619
DYNC1LI2	5	0.0
DYNC2H1	3	0.333333333333
DYNC2LI1	2	1.0
DYNLL1	88	0.0164158686731
DYNLL2	22	0.0789473684211
DYNLRB1	7	0.0952380952381
DYNLT1	7	0.190476190476
DYNLT3	8	0.133333333333
DYRK1A	15	0.180952380952
DYRK1B	8	0.25
DYRK2	37	0.0750750750751
DYRK3	1	0.0
DYRK4	1	0.0
DYSF	2	0.0
DYT10	9	0.0277777777778
DYX1C1	4	0.166666666667
DZIP1L	1	0.0
DZIP3	28	0.0830769230769
Dapk2	1	0.0
Dcaf7	1	0.0
Dctn1	10	0.0222222222222
Dctn2	13	0.0128205128205
Dctn3	10	0.0222222222222
Ddb1	31	0.217204301075
Ddx21	3	0.0
Ddx41	2	0.0
Diap1	1	0.0
Diap3	2	0.0
Dlg1	3	0.0
Dlg2	2	0.0
Dlg4	6	0.0
Dlgap1	2	1.0
Dlgap2	4	0.0
Dll1	1	0.0
Dmd	1	0.0
Dnaja2	1	0.0
Dnajc7	2	0.0
Dnm1	1	0.0
Dnm2	1	0.0
Dnm3	1	0.0
Dnmt1	1	0.0
Dnmt3a	2	0.0
Dot1l	2	1.0
Dsc1	1	0.0
Dsg1a	1	0.0
Dsn1	1	0.0
Dtl	7	0.809523809524
Dusp10	1	0.0
Dusp22	2	1.0
Dusp6	1	0.0
Dusp9	4	0.333333333333
Dvl1	2	1.0
Dync1h1	11	0.0363636363636
Dync1i1	1	0.0
Dync1i2	7	0.0952380952381
Dynll1	67	0.0343735866124
Dynll2	1	0.0
Dynlt1b	1	0.0
Dyrk1a	1	0.0
E(z)	1	0.0
E2F1	80	0.113924050633
E2F2	12	0.0
E2F3	22	0.030303030303
E2F4	52	0.118401206637
E2F5	6	0.533333333333
E2F6	27	0.21
E2F7	3	0.0
E2F8	2	0.0
E4F1	8	0.392857142857
EAF1	4	0.5
EAF2	2	1.0
EAPP	3	0.666666666667
EARS2	1	0.0
EBAG9	1	0.0
EBF1	5	0.333333333333
EBF2	1	0.0
EBF3	1	0.0
EBI3	4	0.166666666667
EBLN2	6	0.0
EBNA-1	3	0.0
EBNA-2	2	0.0
EBNA-3A	2	0.0
EBNA-3B/EBNA-3C	1	0.0
EBNA-LP	151	0.0087417218543
EBNA1BP2	12	0.136363636364
EBP	3	0.333333333333
EBPL	1	0.0
ECD	4	0.333333333333
ECE1	1	0.0
ECH1	8	0.25
ECHDC1	1	0.0
ECHS1	7	0.285714285714
ECI1	2	0.0
ECI2	2	1.0
ECM1	1	0.0
ECSIT	4	0.0
ECT2	6	0.4
EDA	1	0.0
EDA2R	3	0.0
EDAR	2	0.0
EDARADD	2	0.0
EDC3	8	0.321428571429
EDC4	8	0.142857142857
EDEM1	3	0.0
EDEM2	2	1.0
EDEM3	2	0.0
EDF1	12	0.212121212121
EDIL3	2	0.0
EDN1	2	0.0
EDNRA	6	0.4
EDNRB	6	0.4
EEA1	14	0.19696969697
EED	52	0.110204081633
EEF1A1	125	0.0249032258065
EEF1A1P24	1	0.0
EEF1A1P5	2	1.0
EEF1A1P9	1	0.0
EEF1A2	14	0.252747252747
EEF1B2	13	0.254545454545
EEF1B2P5	1	0.0
EEF1D	20	0.0980392156863
EEF1DP3	1	0.0
EEF1E1	1	0.0
EEF1G	85	0.0332059947105
EEF2	17	0.205882352941
EEF2K	3	0.666666666667
EEFSEC	2	1.0
EEPD1	1	0.0
EFCAB1	1	0.0
EFCAB11	1	0.0
EFCAB4B	1	0.0
EFCAB6	4	0.5
EFEMP1	4	0.0
EFEMP2	31	0.0129032258065
EFHA1	1	0.0
EFHC1	2	0.0
EFHD1	4	0.333333333333
EFHD2	1	0.0
EFNA1	6	0.0
EFNA2	5	0.0
EFNA3	3	0.0
EFNA4	1	0.0
EFNA5	6	0.0666666666667
EFNB1	5	0.4
EFNB2	4	0.166666666667
EFNB3	3	0.0
EFR3A	1	0.0
EFR3B	1	0.0
EFS	9	0.0555555555556
EFTUD1	1	0.0
EFTUD2	38	0.160739687055
EGF	11	0.194444444444
EGFL6	2	1.0
EGFL7	1	0.0
EGFLAM	1	0.0
EGFR	202	0.0294974874372
EGLN1	14	0.272727272727
EGLN2	8	0.333333333333
EGLN3	12	0.4
EGR1	19	0.140350877193
EGR2	8	0.107142857143
EHBP1	5	0.3
EHBP1L1	1	0.0
EHD1	9	0.333333333333
EHD2	5	0.4
EHD3	3	1.0
EHD4	2	1.0
EHF	2	0.0
EHMT1	23	0.185714285714
EHMT2	69	0.0587969244686
EI24	1	0.0
EID1	14	0.32967032967
EID2	5	0.9
EID3	1	0.0
EIF1	3	0.666666666667
EIF1AD	2	1.0
EIF1AX	4	0.5
EIF1AXP1	1	0.0
EIF1AY	1	0.0
EIF1B	30	0.135632183908
EIF2AK1	3	1.0
EIF2AK2	63	0.0584699453552
EIF2AK3	6	0.0
EIF2AK4	4	0.333333333333
EIF2B1	14	0.131868131868
EIF2B2	5	0.4
EIF2B3	5	0.5
EIF2B4	3	0.666666666667
EIF2B5	5	0.5
EIF2C1	8	0.25
EIF2C2	29	0.115763546798
EIF2C3	43	0.0731707317073
EIF2C4	70	0.0421422300263
EIF2D	1	0.0
EIF2S1	8	0.25
EIF2S2	16	0.108333333333
EIF2S3	9	0.305555555556
EIF3A	35	0.235294117647
EIF3B	31	0.29247311828
EIF3C	28	0.206349206349
EIF3CL	2	0.0
EIF3D	18	0.37908496732
EIF3E	39	0.117408906883
EIF3F	46	0.171980676329
EIF3FP2	1	0.0
EIF3FP3	2	1.0
EIF3G	24	0.25974025974
EIF3H	37	0.222222222222
EIF3I	47	0.0786308973173
EIF3J	14	0.384615384615
EIF3K	14	0.604395604396
EIF3L	18	0.398692810458
EIF3M	10	0.577777777778
EIF4A1	32	0.135080645161
EIF4A1P4	1	0.0
EIF4A2	34	0.130124777184
EIF4A3	18	0.176470588235
EIF4B	17	0.190476190476
EIF4E	21	0.169590643275
EIF4E2	10	0.177777777778
EIF4E3	1	0.0
EIF4EBP1	15	0.161904761905
EIF4EBP2	1	0.0
EIF4EBP3	3	0.0
EIF4ENIF1	4	0.0
EIF4EP2	1	0.0
EIF4G1	29	0.216748768473
EIF4G2	8	0.5
EIF4G3	10	0.311111111111
EIF4H	3	0.666666666667
EIF5	5	0.3
EIF5A	9	0.222222222222
EIF5A2	5	0.4
EIF5AL1	1	0.0
EIF5B	7	0.142857142857
EIF6	54	0.0447239692523
EIN3	1	0.0
ELAC2	5	0.6
ELANE	8	0.0
ELAVL1	16	0.225
ELAVL2	5	0.4
ELAVL3	3	0.0
ELAVL4	3	0.0
ELF1	8	0.464285714286
ELF2	5	0.3
ELF3	20	0.121052631579
ELF4	8	0.428571428571
ELF5	5	0.0
ELFN1	1	0.0
ELFN2	1	0.0
